timestamp,node1,node2,node3,node4,node5,node6,node7
2.19,7.04,0,0,4.64,0.48,0.56,0
2.2,0.32,0,2.08,0.4,0.4,0.48,0
2.21,0.08,0,1.44,1.36,12.8,1.28,0
2.22,0.32,0.16,0.08,0.4,2.8,0.4,0.08
2.23,1.28,0,0.08,0,6,10.88,0
2.24,30.64,0,0,18.4,0,8.08,0.08
2.25,2.08,0,0,0,0.24,0.08,0.08
2.26,0.08,0.08,0,0,12.4,12.48,0.08
2.27,0,0,9.12,44.16,11.04,75.92,0.08
2.28,1.52,0.08,0,0,12.72,0,0
2.29,6.72,0.08,0.08,0.08,0,0,0
2.3,8.32,0.72,0.48,0.64,14.56,0.56,0.24
2.31,3.2,0,0,0.08,0.08,0,0.24
2.32,0.72,0.08,57.6,0,0.08,0,0
2.33,0.24,0.08,0,0.08,0.24,0.08,0.16
2.34,0.08,0.08,0,0.08,0.08,0.08,0
2.35,0,0.08,0.08,5.12,9.92,22.08,2.32
2.36,0.4,28.72,0,38.32,1.84,21.68,33.68
2.37,19.36,1.12,0,1.2,3.28,0.88,0.8
2.38,0.24,0,10,0.56,1.04,1.04,0
2.39,0,0.8,0,0.56,0,0.64,0.72
2.4,0.64,0,0.48,0.08,0,0,0
2.41,0.08,0,0.56,0,0.24,0,0
2.42,4.8,0,4.4,0,0,0.08,0.08
2.43,20.56,0,23.36,0.08,0.08,0,0.08
2.44,2.8,0,19.2,0.08,0,0.08,0
2.45,18.56,0,0,0,0,0,0
2.46,11.04,0.16,0,0,0,0,0.24
2.47,0,0,0.08,0,0.08,7.36,0
2.48,0.32,0,0,0,0.08,0.32,0
2.49,19.28,0,0.4,0.08,0,17.52,6.88
2.5,28.48,0,0.08,0,0,0,11.44
2.51,0,0,0.56,0,0,0,0
2.52,0.72,0,0,0,1.44,0.08,0
2.53,0.08,9.2,0,9.12,7.76,0,0
2.54,4,0,2.4,0,0,19.2,0
2.55,0.88,0,0.64,0,0,0.16,0.08
2.56,0.64,0.48,11.2,0.48,0.4,0.32,0.48
2.57,4.08,43.12,0.08,55.04,0,0.08,50.56
2.58,0,11.92,0.08,0,54.96,0,4.56
2.59,0.32,0,2.88,0,0.08,0,0
2.6,0,0.24,1.36,0.08,0,17.52,0
2.61,11.44,0,28.24,0,0,0.08,0
2.62,1.52,0.08,11.04,0,0,0.08,0
2.63,0.16,0,1.44,0,0,0,0
2.64,0.08,0,28.16,10.72,9.12,0,0.8
2.65,0.16,9.12,0,3.2,0,0,8.4
2.66,8,0.4,0.08,0.48,0.48,0,0.4
2.67,4.08,0.8,21.76,0.56,0.56,0,4.24
2.68,1.44,0.72,0,2.16,8.48,0,1.12
2.69,4.88,0.8,0,7.2,41.68,0,0.64
2.7,0.08,42.24,11.76,35.44,0.96,0,42.24
2.71,0.08,0.08,10.16,0,0.08,0,0.4
2.72,0,0,0,0,0,0,0
2.73,4.08,0.08,0.08,0,5.6,11.04,0
2.74,31.04,13.2,11.04,13.44,26,0,5.84
2.75,0,0,0.08,0.32,0,0.08,13.12
2.76,0.16,0,38.32,0.32,0,0,0
2.77,0.56,0,11.2,4.64,0.4,0,0
2.78,0.16,3.68,0,0.08,0.32,0.08,2.4
2.79,0.48,0.32,38.32,0,0,0,0.24
2.8,3.6,11.04,0.08,11.04,0.08,0,0
2.81,3.04,1.2,0,0.08,11.04,0,0.24
2.82,1.52,0,22.4,0,0.08,0,0
2.83,0.96,0.08,0.4,0,0,0.08,2.88
2.84,1.52,0.08,0,0.08,0,4.16,0.08
2.85,4.88,0,6.56,0.08,0.08,37.76,11.12
2.86,2.48,2.64,15.2,11.92,0,0,2.56
2.87,1.12,34.16,0,54.08,92.96,0,44.24
2.88,8.48,43.44,0.08,22.16,3.92,0,32
2.89,0,0,0,0,0,0.08,0
2.9,0.24,0,0.08,0,0.08,0,0.08
2.91,0.08,0,0.16,0,0,2.4,0
2.92,3.44,0.08,0,0.08,0,0,0
2.93,3.92,21.76,0,0.08,1.44,10.78,0
2.94,0.32,21.84,0,63.44,62.08,1.6,63.28
2.95,6,0,0.08,0,0,5.6,0
2.96,0,0,10.24,0,0,22.48,0
2.97,0,0,41.2,0,0,0.08,0
2.98,11.84,0,0,0,0.08,0.08,0.08
2.99,3.44,0,0.72,0.08,0,21.84,11.12
3,0,25.76,0,26.88,41.92,0.08,10.96
3.01,0.16,17.84,0,15.2,8.48,0.08,2.64
3.02,0.32,2.64,46.96,8.72,4,0,4.72
3.03,0.08,76.16,20.4,76.16,76.16,21.36,71.44
3.04,6.72,0.08,0,0,0.08,28.08,0.08
3.05,6.48,0.08,0.08,0,0.08,0,0
3.06,3.12,0,0.64,0,0.08,0,0.16
3.07,5.52,0,1.04,0,0,21.68,0
3.08,3.2,16.96,0,20.96,0.8,0.4,21.76
3.09,4.16,5.92,0,43.28,26.96,0,18.96
3.1,1.04,21.36,0.08,0,36.4,0,2.72
3.11,0.88,0,59.92,0,0,10.96,0
3.12,1.6,0,0.48,0.08,0.08,11.52,0
3.13,0,0,0,0.08,0,16.72,0.48
3.14,0,0.08,10.8,0,0,0,0
3.15,0,0,0,0,0,0,0
3.16,4.64,0,16.32,0,0,21.76,0.08
3.17,7.76,0,0.08,0,0.08,0,0
3.18,9.04,0,11.28,0,0.08,0,0.08
3.19,2.64,0,0,0.08,0,0,0
3.2,0.32,0,0,0,0.24,0.08,0
3.21,0.16,0,0,0,0,0,0
3.22,0.08,0.32,0,0.16,0.08,0.08,0.64
3.23,6.96,0,0,0.08,0,0,3.12
3.24,1.84,0,0,0,0,0,70.96
3.25,1.36,0.56,7.52,0.56,26.48,0.72,0
3.26,2.08,0,10.56,0.08,0.08,0,0
3.27,0.56,0,8.8,0.08,0,0,0
3.28,0,0.08,2.24,60.8,0,0,0
3.29,0,67.36,0,6.56,0,66.16,0.08
3.3,5.28,0.08,0,0,23.6,0.16,0
