timestamp,cpu_usr,cpu_sys,cpu_iowait,cpu_steal,cpu_idle,network_ifutil,memory_memused,memory_commit,disk_util,paging_vmeff
11.64,8.97,1.18,36.61,0.26,52.83,0,98.99,74.26,100,100
11.65,13.01,0.82,41.37,0.23,44.46,0,98.9,74.34,100,100
11.66,12.06,0.84,38.04,0.2,48.77,0,98.91,74.39,100,100
11.67,6.46,0.76,41.31,0.2,51.16,0,98.81,74.39,100,100
11.68,15.88,0.74,37.58,0.15,45.57,0,98.92,74.39,100,100
11.69,7.06,0.71,39.39,0.2,52.54,0,98.87,74.39,100,100
11.7,13.42,1.45,32.75,0.18,52.03,0,98.88,74.4,54.8,100
11.71,32.94,0.61,8.86,0.08,57.4,0.5,98.9,74.38,7.52,99.92
11.72,7.61,0.92,34.16,0.18,57.09,0,98.94,74.33,91.84,100.02
11.73,12.83,0.58,36.79,0.15,49.62,0,98.98,74.33,100,100
11.74,8.68,0.79,40.15,0.2,50.15,0,98.93,74.33,100,100
11.75,11.33,0.81,41.67,0.18,45.96,0,98.89,74.38,100,100
11.76,11.09,0.86,39.76,0.2,47.98,0,98.86,74.38,100,100
11.77,10.63,0.82,36.89,0.2,51.38,0,98.76,74.38,100,100
11.78,12.62,0.69,38.85,0.23,47.5,0,98.94,74.33,100,100
11.79,10.09,0.54,35.93,0.31,53.01,0,98.9,74.23,100,100
11.8,12.79,0.69,37.12,0.23,48.96,0,98.78,74.34,100.08,100
11.81,11.81,0.67,39.7,0.28,47.41,0,98.8,74.34,100,100
11.82,8.25,0.69,40.4,0.23,50.36,0,98.88,74.26,100,100
11.83,13.88,0.74,37.1,0.18,48.03,0,98.87,74.3,100,100
11.84,10.29,0.66,37.9,0.15,50.89,0,98.88,74.25,100,100
11.85,8.91,0.66,40.16,0.18,49.99,0,98.98,74.25,100,100
11.86,10.02,0.59,40.04,0.2,49.07,0,99.01,74.25,36.4,100
11.87,32.01,0.61,13.01,0.15,54.12,0.61,99.05,74.36,1.76,100
11.88,14.38,1.15,30.07,0.15,54.09,0,98.91,74.36,76.4,100
11.89,10.94,2.02,38.57,0.2,48.14,0,99.05,74.36,100,100
11.9,10.31,0.79,40.16,0.2,48.51,0,98.88,74.31,100,100
11.91,11.86,0.64,41.78,0.18,45.5,0,98.92,74.36,100,100
11.92,10.8,0.76,40.03,0.13,48.18,0,98.95,74.29,100,100
11.93,8.75,0.76,41.21,0.2,48.97,0,98.89,74.3,100,100
11.94,15.24,0.79,43.56,0.23,40.1,0,98.96,74.3,100,100
11.95,12.69,1.36,41.69,0.28,43.79,0.01,98.84,74.24,100,100
11.96,13.03,0.69,40.84,0.31,45.05,0,98.98,74.19,100,100
11.97,10.87,0.62,36.95,0.28,51.18,0,98.93,74.24,100,100
11.98,10.48,0.74,41.52,0.23,46.89,0,98.9,74.29,100,100
11.99,11.02,0.71,37.56,0.23,50.37,0,98.78,74.12,100,100
12,10.59,0.81,45.66,0.15,42.7,0,98.95,74.24,100,100
12.01,12.41,0.61,36.94,0.18,49.81,0,98.85,74.37,100,100
12.02,10.9,0.66,32.33,0.15,55.93,0,98.9,74.37,100,100
12.03,12.18,0.64,19.7,0.15,67.23,0.58,99,74.42,6.8,100
12.04,33.6,0.58,17.99,0.1,47.66,0.05,98.97,74.21,46.96,100
12.05,5.01,0.69,38.87,0.23,55.13,0,98.82,74.16,100,100
12.06,14.88,0.86,40.3,0.18,43.7,0,98.93,74.22,100,100
12.07,9.33,0.69,39.89,0.23,49.81,0,98.84,74.22,100,100
12.08,11.97,0.79,39.62,0.18,47.38,0,98.96,74.28,100,100
12.09,10.12,0.74,41.26,0.2,47.59,0,98.89,74.21,99.8,100
12.1,12.35,0.7,41.17,0.2,45.53,0,98.91,74.31,100,100
12.11,11.9,0.89,44.56,0.29,42.28,0,98.83,74.38,100,100
12.12,11.86,0.74,42.6,0.28,44.44,0,99.05,74.38,100,100
12.13,14.23,0.87,35.82,0.31,48.69,0,98.73,74.43,100,100
12.14,6.55,0.95,36.96,0.26,55.17,0,98.94,74.44,100,99.98
12.15,14.26,0.69,38.87,0.2,45.93,0,98.89,74.45,100,100.02
12.16,7.06,0.69,41.68,0.2,50.29,0,98.85,74.45,100,100
12.17,12.39,0.82,39.99,0.18,46.6,0,98.88,74.5,100.08,100
12.18,10.26,0.76,38.95,0.2,49.72,0,98.9,74.5,99.92,100
12.19,36.14,0.71,8.52,0.13,54.37,0.59,98.93,74.55,25.68,100
12.2,10.52,0.92,31.49,0.2,56.74,0,98.93,74.55,95.44,100
12.21,12.2,0.76,38.92,0.15,47.89,0,98.83,74.48,100.08,100
12.22,8.28,0.76,38.33,0.2,52.32,0,98.88,74.48,100,100
12.23,13.44,0.74,43.71,0.18,41.89,0,98.93,74.56,100,100
12.24,8.58,0.66,37.2,0.2,53.23,0,98.81,74.56,100,100
12.25,10.91,0.82,44.02,0.23,43.92,0,98.81,74.48,100,100
12.26,16.56,0.64,41.47,0.2,41.03,0,98.89,74.41,100,100
12.27,9.49,0.72,40.03,0.31,49.38,0,98.95,74.41,100,100
12.28,14.11,0.74,39.42,0.31,45.31,0,98.77,74.4,100,100
12.29,11.25,0.71,44.04,0.25,43.58,0,99.16,74.3,100,100
12.3,10.02,0.66,40.62,0.18,48.45,0,98.89,74.36,100,100
12.31,14.1,0.74,39.24,0.15,45.7,0,99.02,74.41,100,100
12.32,8.01,1.81,40.9,0.2,49.01,0,98.89,74.48,100,100
12.33,10.22,0.79,37.8,0.18,50.96,0,98.89,74.42,100,100
12.34,13.37,1.4,31.34,0.2,53.58,0,98.91,74.47,83.52,100
12.35,35.14,0.93,9.9,0.13,53.77,0.53,99.01,74.42,7.68,100
12.36,7.55,0.61,36.77,0.2,54.84,0,98.81,74.49,100,100
12.37,12.55,0.69,38.69,0.18,47.84,0,98.93,74.4,100,100
12.38,10.79,0.64,35.99,0.15,52.38,0,98.83,74.4,100,100
12.39,10.48,0.69,42.04,0.23,46.51,0,98.83,74.33,100,100
12.4,12.77,0.69,39.24,0.18,46.97,0,98.94,74.33,100,100
12.41,8.96,0.76,37,0.18,53.04,0,98.98,74.28,100,100
12.42,13.99,0.82,41.74,0.26,43.04,0,98.83,74.34,100,100
12.43,10.49,1.34,39.08,0.26,48.76,0,98.98,74.34,100,100
12.44,10.29,0.87,42.33,0.33,45.99,0,98.84,74.34,100,100
12.45,12.21,0.87,39.94,0.28,46.52,0,98.99,74.23,100,100
12.46,10.71,0.82,39.66,0.23,48.48,0,98.85,74.23,100,100
12.47,10.42,0.69,42.51,0.2,46.05,0,98.91,74.16,100,100
12.48,12.72,0.69,35.39,0.18,50.89,0,98.92,74.23,100,100
12.49,7.6,0.77,36.81,0.18,54.59,0,98.79,74.32,100,100
12.5,12.93,0.72,41.56,0.2,44.51,0,98.88,74.37,71.68,100
12.51,32.76,0.81,10.66,0.13,55.42,0.57,98.92,74.37,1.6,0
12.52,10.98,1.02,25.58,0.18,62.09,0,98.85,74.37,80.88,100
12.53,12.75,0.84,40.18,0.18,45.96,0,98.82,74.44,100,100
12.54,9.77,0.89,41.02,0.23,47.97,0,98.87,74.38,100,100
12.55,13.1,0.71,40.42,0.18,45.52,0,98.91,74.28,100,100
12.56,8.68,0.82,43.11,0.2,47.14,0,98.82,74.23,100,100
12.57,11.92,0.76,41.81,0.2,45.22,0,98.8,74.23,100,100
12.58,12.52,0.9,39.72,0.23,46.56,0,98.87,74.22,100,100
12.59,9.97,0.95,43.43,0.26,45.27,0,98.94,74.19,100,100
12.6,12.21,0.92,35.91,0.33,50.58,0,98.81,74.19,100,100
12.61,10.75,0.67,36.61,0.28,51.64,0,98.94,74.18,100,100
12.62,10.39,0.69,38.84,0.26,49.74,0,98.88,74.36,100,100
12.63,13.14,0.69,37.23,0.18,48.69,0,98.94,74.31,100.08,100
12.64,10.99,0.84,36.29,0.2,51.64,0,99.16,74.31,100,100
12.65,11,0.84,36.26,0.18,51.65,0,98.93,74.32,99.88,100
12.66,12.29,0.79,37.98,0.18,48.69,0,99.03,74.4,95.44,100
12.67,14.98,0.69,24.23,0.18,59.8,0.63,98.99,74.49,1.44,0
12.68,26.18,0.91,21.19,0.18,51.47,0,98.92,74.49,55.6,100
12.69,9.55,0.96,37.78,0.18,51.49,0,98.89,74.38,100,100
12.7,13.47,0.77,36.4,0.18,49.05,0,99.06,74.38,100,100
12.71,12.61,0.89,38.8,0.18,47.42,0,98.6,74.45,100,100
12.72,11.27,0.76,43.23,0.2,44.43,0,98.9,74.38,100,100
12.73,9.17,1.96,42.7,0.18,45.94,0,99.01,74.38,100,100
12.74,11.33,0.82,41.87,0.2,45.67,0,98.89,74.44,100,100
12.75,13.5,0.77,38.95,0.28,46.35,0,98.97,74.32,100,100
12.76,13.42,0.8,38.96,0.31,46.33,0,98.88,74.36,100,100
12.77,8.35,0.85,38.06,0.33,52.26,0,98.76,74.36,100,100
12.78,13.41,0.82,42.31,0.23,43.16,0,98.93,74.44,100,100
12.79,12.25,0.71,38.52,0.23,48.27,0,98.82,74.5,100,100
12.8,7.86,0.84,41.84,0.2,49.06,0,98.9,74.45,100,100
12.81,13.25,0.74,42.12,0.18,43.62,0,98.99,74.38,100,100
12.82,8.09,0.82,39.21,0.2,51.61,0,98.95,74.38,100,100
12.83,11.93,0.74,34.71,0.2,52.31,0,98.93,74.25,67.36,100
12.84,42.25,1.55,11.31,0.13,44.48,0.56,98.93,74.39,17.28,100
12.85,8.08,0.87,42.73,0.18,48.05,0,98.93,74.4,100,100
12.86,12.2,0.61,42.27,0.2,44.61,0,98.94,74.5,100,100
12.87,10.57,0.76,38.53,0.2,49.86,0,98.93,74.5,100,100
12.88,12.68,0.89,42.31,0.18,43.84,0,98.9,74.46,100,100
12.89,8.93,0.61,41.46,0.18,48.77,0,98.77,74.52,100,100
12.9,10.98,0.79,38.05,0.18,49.9,0,99.1,74.52,100,100
12.91,10.71,0.56,39.52,0.2,48.93,0,98.84,74.52,100,99.98
12.92,10.69,0.71,36.15,0.26,52.12,0,98.92,74.51,100,100.02
12.93,13.13,0.79,35.93,0.23,49.82,0,98.94,74.51,100,100
12.94,12.96,0.85,36.69,0.33,49.06,0,99.04,74.58,100,100
12.95,9.33,0.76,37.75,0.23,51.88,0,98.76,74.52,100,100
12.96,14.33,0.66,35.03,0.18,49.77,0,98.81,74.61,100.08,100
12.97,8.57,0.69,41.38,0.2,49.11,0,98.8,74.61,100,100
12.98,11.98,0.71,36.92,0.18,50.1,0,98.89,74.61,100,100
12.99,10.71,0.76,38.63,0.18,49.67,0,98.91,74.61,60.56,100
13,31.94,0.74,21,0.18,46.07,0.58,99.04,74.61,1.12,0
13.01,8.86,1.73,28.55,0.15,60.68,0,98.86,74.61,75.52,100
13.02,14.48,0.76,36.66,0.18,47.86,0,98.94,74.55,100,100
13.03,7.96,0.66,40.19,0.18,50.96,0,98.86,74.55,100,100
13.04,13.27,0.86,42.97,0.15,42.64,0,98.88,74.55,100,100
13.05,9.88,0.64,37.65,0.15,51.58,0,98.87,74.49,100,100
13.06,10.83,0.64,40.38,0.15,47.95,0,98.95,74.49,100,100
13.07,12.99,0.74,42.23,0.15,43.81,0,98.89,74.49,100,100
13.08,10.3,0.79,36.63,0.28,51.87,0,98.89,74.49,100,100
13.09,14.23,0.69,41.43,0.26,43.26,0,98.79,74.49,100,100
13.1,10.47,0.67,39.53,0.31,48.87,0,98.83,74.56,100,100
13.11,12.98,0.67,37.5,0.2,48.58,0,98.86,74.51,100,99.98
13.12,10.76,0.69,42.52,0.23,45.75,0,98.89,74.41,100,100.02
13.13,8.23,0.76,41.1,0.2,49.61,0,99.02,74.51,100,100
13.14,13.08,0.74,40.57,0.2,45.28,0,98.86,74.46,100,100
13.15,11.81,0.74,32.41,0.2,54.76,0,98.87,74.46,51.84,100
13.16,10.07,0.86,25.32,0.2,63.44,0,98.96,74.46,0.08,0
13.17,35.92,1.11,15.61,0.1,47.01,0.55,99.04,74.46,37.04,100
13.18,5.8,0.74,38.6,0.2,54.58,0,98.9,74.46,100,100
13.19,11.84,0.66,37.21,0.2,50,0,98.85,74.46,100,100
13.2,12.09,0.69,39.86,0.18,47.11,0,99.02,74.46,100,100
13.21,10.7,0.66,38.68,0.2,49.68,0,99.03,74.4,100,100
13.22,11.98,0.84,38.8,0.2,48.05,0,99.02,74.4,100,100
13.23,11.68,0.86,41,0.18,46.23,0,99.09,74.35,100,100
13.24,8.88,0.87,39.82,0.2,50.18,0,98.87,74.35,100,100
13.25,12.74,0.79,38.76,0.31,47.28,0,98.88,74.33,100,100
13.26,10.04,0.62,36.63,0.31,52.36,0,98.93,74.4,100,100
13.27,11.45,0.69,38.02,0.31,49.44,0,98.82,74.47,100,100
