timestamp,node1,node2,node3,node4,node5,node6
6.01,278.69,169.67,252.67,259.14,247.21,262.54
6.02,278.6,245.12,252.5,259.15,256.28,262.29
6.03,278.7,250.12,253.38,260.38,256.07,262.73
6.04,278.39,251.74,247.85,260.56,255.05,262.98
6.05,273.41,249.77,253.69,260.61,253.99,262.97
6.06,273.56,243.56,242.72,260.8,254.31,263.05
6.07,239.97,203.97,203.08,221.25,214.12,222.44
6.08,79.02,50.21,55.01,62.62,46.17,65.3
6.09,273.03,242.4,247.91,254.67,245.15,257.32
6.1,274.33,241.69,252.15,258.9,246.28,261.39
6.11,276,240.75,251.95,253.07,226.29,260.95
6.12,278.51,236.57,251.53,255.04,250.95,260.41
6.13,278.46,235.26,232.04,192.47,239.15,258.47
6.14,267.64,214.85,222.36,256.76,247.47,237.59
6.15,265.71,179.54,201.45,256.69,190.33,252.68
6.16,260.06,217.42,249.07,255.89,246.42,258.69
6.17,254.15,244.18,248.45,255.12,227.23,257.79
6.18,260.51,243.8,248.03,254.78,240.83,229.36
6.19,208.75,243.35,247.45,250.83,247.53,262.04
6.2,271.73,242.59,247.45,254.08,246.9,257.76
6.21,278.45,242.11,188.98,216.26,246.78,229.23
6.22,269.9,156.51,219.83,205.56,209.41,248.26
6.23,79.72,42.05,47.14,53.88,47.05,58.05
6.24,186.06,147.62,153.07,159.59,124.88,158.55
6.25,244.62,235.91,240.98,247.43,240.6,251.63
6.26,248.55,239.62,244.59,251.17,244.22,244.04
6.27,277.04,231.67,167.95,182.85,216.51,243.94
6.28,276.92,174.74,244.65,243.15,245.03,251.95
6.29,276.71,241.21,254.2,261.01,221.35,225.7
6.3,275.96,250.08,249.48,256.87,249.9,253.38
6.31,221.2,249.9,249.54,254.61,248.04,253.14
6.32,254.64,249.92,229.88,252.19,245.46,237.21
6.33,280.83,219.24,233.51,221.16,248.58,247.76
6.34,278.96,249.84,246.2,250.85,247.75,254.24
6.35,276.24,249.71,245.83,250.67,241.35,253.88
6.36,276.18,249.95,246.49,250.66,246.59,225.04
6.37,244.98,250.12,202.82,239.29,239.13,252.93
6.38,276.6,255.77,246.02,238.59,239.05,247.02
6.39,179.57,157.42,106.37,109.94,139.97,154.64
6.4,252.78,228.35,201.75,206.87,190.94,227.32
6.41,277.12,249.71,150.47,234.44,185.75,239.57
6.42,232.36,249.53,244.08,185.49,241.7,239.11
6.43,253.4,247.89,243.19,246.96,222.64,201.91
6.44,257.61,247.99,242.73,246.59,236.28,248.91
6.45,258.53,246.65,242.31,245.87,242.21,248.38
6.46,203.46,245.28,241.39,245.29,241.46,229.22
6.47,274.12,243.8,228.88,201.76,241.15,239.69
6.48,277.09,250.63,176.69,210.69,212.59,251.41
6.49,276.62,245.62,240,243.36,239.87,247.75
6.5,276.58,245.86,239.35,243,210.94,218.55
6.51,273.7,246.44,239.17,242.57,239.23,246.24
6.52,251.61,234.75,239.31,241.93,239.41,246.15
6.53,248.6,189.8,197.51,170.15,210.6,240.1
6.54,205.19,172.24,133.86,165.76,166.65,173.39
6.55,214.59,180.15,182.85,190.78,176.53,171.4
6.56,276.63,242.08,249.24,252.54,214.89,232.48
6.57,276.81,246.92,249.4,252.7,248.51,240.73
6.58,222.19,243.97,249.37,250.83,248.44,214.65
6.59,255.45,244.07,243.89,223.91,243.12,242.2
6.6,280.96,243.11,243.93,252.68,248.36,241.54
6.61,284.83,193.67,249.5,252.64,243.06,213.71
6.62,284.32,225.18,249.01,252.31,248,246.76
6.63,284.75,240.96,249.44,252.31,248.4,247.07
6.64,274.15,239.26,255.19,254.54,255.69,241.96
6.65,269.12,246.11,254,253.16,254.26,233.63
6.66,273.93,243.01,251.93,251.18,252.25,249.1
6.67,273.82,240.71,249.61,248.96,249.7,240.81
6.68,273.87,241.49,249.16,248.41,249.65,246.46
6.69,245.23,212.01,219.27,218.54,219.52,216.61
6.7,77,15.91,50.39,45.6,50.78,47.41
6.71,258.98,225.21,232.22,229.28,229.43,229.42
6.72,273.45,238.13,241.33,244.38,238.43,242.14
6.73,273.96,236.69,182.05,242.83,215.85,240.75
6.74,269.55,241.62,226.25,249.47,250.37,246.93
6.75,235.18,240.39,246.39,245.51,246.09,243.52
6.76,272.64,236.16,245.87,244.77,246.04,242.55
6.77,273.22,235.9,246.13,245.04,246.22,243.23
6.78,273.13,201.47,244.7,243.51,244.92,241.74
6.79,273.43,213.65,221.75,177.74,178.75,177.13
6.8,273.71,236.71,243.32,242.95,243.83,240.83
6.81,250.32,235.68,242.32,241.33,242.45,239.19
6.82,273.54,223.2,240.65,239.67,242.27,243.77
6.83,273.01,224.55,246.5,245.7,246.51,243.59
6.84,273.47,233.4,243.72,242.75,243.67,240.98
6.85,208.38,169.94,179.09,177.63,178.78,175.67
6.86,197.17,142.37,166.78,165.93,166.88,163.49
6.87,273.71,234.58,184.66,231.67,228.05,219.21
6.88,273.51,234.09,234.66,185.32,190.28,194.4
6.89,262.17,232.73,241.06,240.11,240.97,237.78
6.9,273.61,233.25,239.31,238.31,239.32,236.04
6.91,273.47,216.74,246.58,244.67,241.53,242.21
6.92,273.35,231.79,244.52,243.09,241.3,239.63
6.93,273.41,231.8,240.65,239.82,237.19,238.32
6.94,273.57,230.18,241.33,240.5,238.77,238.57
6.95,273.46,215.57,240.46,239.35,219.69,237.57
6.96,273.83,220.14,181.86,192.1,219.93,178.84
6.97,273.66,230.4,239.95,227.59,239.44,236.39
6.98,273.57,231.38,238.38,237.04,228.46,234.94
6.99,273.66,231.01,236.84,235.55,228.63,233.3
7,271.88,212.81,241.22,239.35,236.2,236.73
7.01,75.73,33.16,40.8,40.37,39.74,38.39
7.02,249.47,206.24,214.41,214.37,213.38,212.02
7.03,273.57,229.37,239.27,238.18,237.77,235.84
7.04,273.72,227.84,238.13,237.32,237.8,228.28
7.05,273.62,229.75,195.26,182.14,237.84,187.1
7.06,262.02,228.89,224.64,235.85,226.2,233.45
7.07,273.91,228.66,235.77,234.7,205.63,232.3
7.08,273.47,231.98,234.02,232.77,237.88,238.36
7.09,273.32,228.58,238.08,236.89,237.18,236.45
7.1,273.79,226.2,237.12,236.04,238.32,234.37
7.11,273.48,227.42,233.62,236.13,238.22,233.93
7.12,273.6,226.91,233.86,235.48,238.62,233.2
7.13,273.66,222.94,234.18,191.08,238.67,182.15
7.14,273.72,228.31,180.9,227.63,238.69,232.7
7.15,273.4,229.84,233.29,233.44,238.52,231.13
7.16,226.9,183.73,187.4,186.95,191.69,184.65
7.17,173.4,117.75,122.47,134.14,138.58,135.65
7.18,250.4,203.24,197.33,211.19,206.62,211.69
7.19,273.25,209.66,229.73,233.37,220.17,231.76
7.2,273.43,224.6,215.47,233.76,236.73,231.76
7.21,273.7,227.1,231.06,233.09,236.88,219.64
7.22,273.68,228.13,218.67,180.16,237.11,188.52
7.23,273.61,225.68,231.5,234.89,237.05,232.48
7.24,273.68,225.26,230.57,233.91,237.1,230.14
7.25,273.83,224.74,213.93,232.69,237.45,230.67
7.26,273.65,219.06,230.67,232.57,213.99,230.29
7.27,273.28,215.13,229.36,230.59,237.15,228.32
7.28,273.69,226.48,228.85,218.85,237.5,216.09
7.29,272.82,223.54,227.72,236.78,237.26,232.14
7.3,269.55,224.02,229.2,237.49,237.58,230.59
7.31,273.22,225.25,228.32,236.7,237.67,228.88
7.32,227.11,180.1,179.7,191.78,195.43,186.06
7.33,75.97,9.2,31.05,36.68,41.02,31.52
7.34,228.79,173.91,183.65,170.34,193.81,165.21
7.35,273.06,218.66,224.78,230.49,236.95,226.27
7.36,272.95,218.9,226.24,229.77,236.92,227.71
7.37,273.05,218.18,225.57,228.73,236.76,230.1
7.38,273.1,220.58,229.28,231.26,235.8,228.46
7.39,271.46,146.65,227.85,231.25,235.33,225.84
7.4,272.61,213.58,225.75,230.64,228.58,226.21
7.41,271.75,154.03,225.43,229.88,219.42,209.64
7.42,272.99,221.67,222.41,228.12,234.48,209.17
7.43,272.04,222.34,210.62,212.97,236.34,224.52
7.44,273.1,222.74,214.48,227.45,235.53,222.72
7.45,272.06,238.37,226.77,216.16,236.45,211.56
7.46,272.37,234.78,224.96,222.18,236.51,228.59
7.47,272.54,233.05,224.16,225.13,236.52,226.57
7.48,239.88,199.72,190.14,194.65,204.23,193.36
7.49,174.21,131.9,124.72,133.39,138.99,110.33
7.5,227.94,153.02,159.57,184.78,192.33,179.19
7.51,272.11,129.21,227.13,226.02,231.79,211.47
7.52,272.71,129.32,223.69,224.39,234.95,218.12
7.53,272.89,214.93,223.48,211.33,235.92,220.84
7.54,273.38,231,226.19,211.81,236.16,222.76
7.55,272.91,231.37,201.4,225.39,235.38,221.8
7.56,266.96,232.27,223.09,224.99,236.17,222.48
7.57,272.86,220.03,221.85,224,235.49,220.93
7.58,272.99,232.38,222.86,225.13,234.71,218.22
7.59,273.06,231.96,219.64,223.75,234.86,205.03
7.6,273.4,238.73,213.92,227.41,235.35,202.06
7.61,273.21,251.06,218.37,226.02,218.46,204.9
7.62,273.25,251.21,218.05,224.41,236,215.56
7.63,273.22,251.21,218.35,221.69,236.4,206.99
7.64,262.34,240.23,181.54,209.62,185.77,120.45
7.65,64.67,52.99,10.47,14.88,37.17,84.15
7.66,235.48,212.77,152.07,131.27,198.29,138.11
7.67,271.3,251.56,173.52,117.48,236.27,213.83
7.68,271.48,259.4,204.08,151.46,232.87,214.34
7.69,272.87,273.62,221.01,217.43,233.73,214.83
7.7,273.36,272.09,229.54,217.57,253.79,199.6
7.71,273.5,272.16,227.18,217.61,251.74,213.33
7.72,273.19,271.91,234.61,178.25,246.4,222.56
7.73,261.34,271.2,231.64,214.74,244.62,221.84
7.74,233.16,270.84,230.84,220.06,242.4,222.27
7.75,271.76,258.05,229.99,221.15,239.59,230.25
7.76,271.31,249.47,218.52,223.91,217.93,229.56
7.77,271.23,271.24,215.01,241.54,222.65,227.14
7.78,273.23,270.66,128.3,236.55,139.44,226.4
7.79,273.51,270.61,159.95,235.09,206.67,214.71
7.8,191.4,187.43,147.59,150.3,158.19,42.56
7.81,66.98,69.53,30.37,29.74,40.81,74.65
7.82,131.35,174.34,120.71,120.88,96.83,121.5
7.83,220.57,251.58,197.84,109.61,221.27,207.09
7.84,271.07,270.48,230.1,143.76,239.19,225.44
7.85,271.79,270.66,230.7,228.36,240.46,225.95
7.86,272.93,270.61,240.84,228.8,258.37,212.82
7.87,273.55,250.98,249.86,229.05,258.57,224.48
7.88,273.3,270.81,249.93,207.83,258.64,235.93
7.89,273.12,270.61,249.82,208.36,258.45,244.22
7.9,273.45,271.08,250.03,228.44,258.74,244.93
7.91,203.33,271.1,250,228.28,258.47,245.05
7.92,277.4,271.01,249.82,246.98,258.77,244.71
7.93,277.13,270.97,250.19,247.09,274.91,261.82
7.94,285.6,270.6,277.9,276.91,277.99,276.54
7.95,281.17,270.17,276.81,273,276.91,275.52
7.96,279.93,269.78,275.05,273.83,275.34,273.53
7.97,204.33,196.43,198.86,197.36,198.66,197.77
7.98,179.96,172.11,174.16,172.75,174.26,172.94
7.99,233.81,226.09,227.79,226.77,227.94,226.47
8,277.68,270,271.34,269.94,271.24,270.03
8.01,277.52,258.59,271.14,269.92,271.02,269.85
8.02,277.49,269.99,270.22,268.9,270.12,268.99
8.03,277.66,269.81,269.61,269.12,269.62,269.03
8.04,277.48,269.74,269.15,268.16,269.23,268.02
8.05,273.01,269.41,258.97,267.28,268.44,267.12
8.06,272.78,269.49,267.42,257.19,258.15,256.91
8.07,277.45,269.21,272.18,265.38,266.44,273.42
8.08,280.34,269.44,273.04,272.39,273.49,269.96
8.09,277.28,269.46,268.92,268.45,269.12,267.91
8.1,277.24,269.53,253.63,268.96,269.95,268.52
8.11,219.15,269.72,225.27,209.28,241.7,208.27
8.12,277.55,269.52,268.73,268.07,237.5,267.83
8.13,278.12,269.57,268.8,268.24,269.21,267.6
8.14,193.63,185.27,183.62,183.52,184.4,182.59
8.15,218.91,210.65,208.12,207.92,208.51,206.92
8.16,277.34,268.68,266.88,266.69,267.48,265.81
8.17,277.69,268.38,265.91,265.76,266.47,262.91
8.18,268.61,268.44,255.82,255.67,256.41,262.13
8.19,277.73,268.25,265.64,264.1,264.75,266.75
8.2,280.19,268.03,270.33,269.13,270.9,267.65
8.21,276.92,268.03,264.5,266.63,267.02,264.21
8.22,275.32,257.38,262.15,262.06,261.96,245.08
8.23,233.97,267.83,210.83,243.95,212.44,250.39
8.24,266.11,264.45,263.31,228.31,265.64,255.62
8.25,277.74,266.16,260.51,263.93,261.06,261.01
8.26,278.34,260.04,263.59,263.2,263.19,262.39
8.27,278.57,259.32,262.27,265.19,262.61,261.28
8.28,265.15,261.39,262.47,262.16,262.91,261.31
8.29,276.47,259.17,259.52,250.65,262.18,260.53
8.3,202.01,188.32,183.94,184.74,176.92,184.52
8.31,180.07,165.25,168.07,163.07,167.52,164
8.32,275.35,260.91,259.48,257.8,262.84,260.73
8.33,265.84,261.19,257.55,249.41,260.29,259.43
8.34,276.31,261.65,253.79,259.86,258.31,246.93
8.35,275,259.2,222.16,259.6,242,247.64
8.36,275.3,261.24,256.42,260.31,235.23,258.44
8.37,277.34,262.07,258.43,260.07,257.1,259.83
8.38,277.88,261.94,258.14,248.69,259.43,259.1
8.39,267.47,261.66,257.65,259.92,258.23,258.19
8.4,276.25,262.35,257.02,260.29,258,257.38
8.41,275.51,262.32,254.24,249.05,257.07,260.04
8.42,275.44,262.41,258.76,259.65,246.9,260
8.43,278.28,261.73,259.02,258.59,261.14,260.88
8.44,277.2,261.62,261.56,258.57,258.61,258.35
8.45,268.06,261.34,259.02,258.84,262.79,223.04
8.46,191.67,170.25,138.39,172.45,174.06,173.55
8.47,81.47,36.16,66.69,60.91,26.39,58.67
8.48,235.61,215.47,220.71,215.01,218.53,215.63
8.49,278.12,259.26,263.5,216.07,259.85,248.63
8.5,265.66,258.76,260.14,259.07,258.28,243.38
8.51,271.73,258.14,258.43,258.92,257.61,258.1
8.52,279.72,250.63,257.07,259.24,257.96,256.42
8.53,277.83,236.67,258.23,257.42,257.63,254.09
8.54,277.1,256.87,258.02,255.78,256.85,255.22
8.55,276.92,261.89,256.92,254.96,256.44,255.62
8.56,277.78,229.34,257.22,256.39,256.42,254.95
8.57,277.33,251.98,256.28,257.96,224.38,257.87
8.58,280.79,256.44,253.8,258.12,253.12,242.86
8.59,281.73,238.3,257.16,257.86,252.05,255.03
8.6,281.89,256.17,255.3,258.02,258.81,255.38
8.61,279.78,255.83,258.45,254.85,258.65,255.04
8.62,278.02,255.06,258.47,257.09,261.58,244.63
8.63,178.79,144.09,147.82,154.74,145.84,154.44
8.64,72.42,24.79,61.46,59.71,48.47,59.04
8.65,268.52,225.9,238.5,248.38,249.86,244.73
8.66,277.55,245.05,255.18,257.43,258.33,254.06
8.67,277.5,253.35,254.1,258.46,256.64,252.96
8.68,277.81,253.06,255.12,257.64,250.32,253.08
8.69,276.9,225.02,254.44,250.26,252.94,249.98
8.7,278.14,253.54,252.36,253.05,251.93,253.19
8.71,278.01,257.23,251.89,257.14,251.14,237.21
8.72,266.23,225.23,234.12,256.6,251.92,238.96
8.73,266.38,252.83,238.36,256.18,239.61,251.88
8.74,258.51,252.53,239.49,249.16,231.3,237.75
8.75,255.32,234.09,250.14,239.54,223.87,244.78
8.76,225.16,251.72,168.75,178.61,219.12,175.09
8.77,278.31,251.38,237.54,254.36,201.81,249.91
8.78,278.44,239.83,247.93,253.7,235.47,249.34
8.79,247.55,209.01,212.68,222.58,202.82,218.22
8.8,78.71,18.14,46.27,53.23,48.21,48.77
8.81,199.57,154,142.17,173.56,168.55,169.01
8.82,224.58,248.93,246.44,230.69,246.83,216.38
8.83,254.88,248.58,218,196.58,246.57,201.98
8.84,278.36,219.75,245.7,251.01,218.54,246.58
8.85,277.98,247.41,245.38,250.32,217.44,246.05
8.86,278.1,253.11,244.86,249.9,245.31,245.64
8.87,278.23,219.22,216.23,249.33,244.56,245.06
8.88,202.29,247.36,216.07,197.72,244.4,183.47
8.89,278.05,246.56,243.56,223.36,215.56,229.64
8.9,278.1,228.53,243.07,247.95,217.55,245.87
8.91,278.15,246.13,244.53,250.44,240.33,248.19
8.92,281.91,245.91,234.77,258.03,242.47,253.56
8.93,279.99,245.23,229.95,255.25,248.76,248.44
8.94,263.96,233.22,226.31,197.18,250.04,192.21
8.95,233.61,215.68,245.83,250.52,237.09,247.61
8.96,190.36,149.02,159.72,163.3,161.44,159.79
8.97,82.64,22.74,54.65,54.16,34.6,50.98
8.98,273.18,238.07,243.56,244.71,242.9,241.95
8.99,278.25,242.21,229.57,249.26,246.52,246.66
9,278.54,213.59,235.51,220.55,246.38,206.83
9.01,236.97,242.94,245.6,234.65,245.28,238.94
9.02,253.07,246.9,233.05,205.13,234.83,206.63
9.03,259.7,224.24,242.13,225.52,201.47,223.89
9.04,255.55,252.4,195.59,205.05,208.04,191.74
9.05,204.53,250.4,232.55,211.86,229.29,220.67
9.06,276.51,228.39,231.18,245.69,205.68,243.34
9.07,278.69,246.45,242.6,245.26,214.93,242.93
9.08,278.68,246.15,239.37,244.69,242.07,242.08
9.09,278.24,244.84,213.04,243.85,241.73,241.63
9.1,278.52,244.81,212.46,215.37,241.12,240.96
9.11,276.05,242.75,240.16,214.81,240.63,164.62
9.12,205.01,240.98,239.51,242.3,212.01,240.03
9.13,209.29,178.52,169.73,172.56,147.59,170.4
9.14,278.21,233.22,238.28,241.36,233.85,239.37
9.15,278.46,224.32,210.29,240.95,239.18,238.68
9.16,278.53,222.76,218.53,213.48,238.1,227.84
9.17,250.07,242.42,228.23,190.42,237.55,171.67
9.18,230.8,242.33,236.64,239.32,236.88,237.15
9.19,278.5,240.59,238.27,239.92,160.76,239.68
9.2,278.53,238.94,241.76,250.39,236.04,248.69
9.21,286.12,244.79,212.83,250.21,236.03,248.39
9.22,286.22,243.44,224.77,232.17,243.18,212.53
9.23,228.11,240.79,246.86,232.21,247.71,228.55
9.24,283.53,240.77,246.84,250.36,216.98,248.54
9.25,286.32,239.79,246.91,250.43,222.35,248.61
9.26,286.3,173.82,246.89,250.49,247.75,248.67
9.27,286.39,238.17,228.9,250.5,247.76,248.68
9.28,221.41,171.4,181.9,185.42,182.68,183.6
9.29,224,178.7,190.52,191.01,191.81,192.21
9.3,286.25,241.33,249.07,253.33,253.98,254.45
9.31,280.68,237.93,248.7,251.34,251.89,252.28
9.32,279.16,238.58,247.31,247.14,247.7,248.19
9.33,279.44,237.27,246.77,247.48,248.05,248.61
9.34,278.92,213.89,245.35,247.35,247.82,247.49
9.35,279.38,196.73,247.85,245.89,246.46,246.92
9.36,279.33,234.9,245.66,245.84,246.49,246.24
9.37,278.9,233.29,244.95,243.74,244.42,240.38
9.38,279,237.99,244.58,242.16,242.52,204.78
9.39,281.82,236.29,243.01,249.85,249.42,249.25
9.4,279.61,236.82,245.91,243.62,247.55,244.83
9.41,278.45,235.64,220.39,216.16,243.66,244.88
9.42,278.85,179.7,245.13,225.44,245.01,245.23
9.43,273.79,235.08,245.11,243,243.48,192.34
9.44,144.49,160.23,172.12,170.38,103.57,156.26
9.45,202.09,154.78,145.06,164.98,165.29,165.34
9.46,278.83,235.88,245.3,240.24,240.37,240.24
9.47,280.38,234.14,244.36,238.65,241.96,246.48
9.48,280.28,234.37,243.78,244.63,244.99,242.5
9.49,279.44,234.13,244.02,241.76,241.97,242.73
9.5,279.22,223.64,244.1,242.05,242.45,242.4
9.51,278.7,190.98,244,240.53,241.18,241.21
9.52,235.38,231.86,244.29,234.02,225.43,174.38
9.53,255.48,230.13,233.31,159.49,189.31,239.22
9.54,278.73,233.82,244.14,238.13,238.56,237.55
9.55,278.68,234.99,243.93,236.24,236.8,243.9
9.56,280.2,232.02,243.06,242.48,242.93,243.03
9.57,278.57,231.94,243.25,238.95,239.13,237.85
9.58,277.99,230.65,243.54,239.24,239.67,237.89
9.59,269.48,169.4,234.47,230.18,230.53,228.6
9.6,78.88,28.57,41.53,29.73,38.85,7.1
9.61,172.9,189.26,198.97,140.77,141.98,161.33
9.62,278.01,231.66,243.5,236.41,227.53,232.44
9.63,278.56,230.01,243.89,234.95,235.5,222.54
9.64,283.16,229.98,243.15,239.4,240.48,233.79
9.65,280.45,228.91,243.69,237.3,240.69,234.54
9.66,278.57,211.71,243.58,237.27,234.59,211.1
9.67,278.26,205.07,243.94,236.61,234.42,222.56
9.68,278.47,230.73,243.83,236.46,234.86,222.8
9.69,253.61,233.98,243.94,185.04,178.03,223.63
9.7,247.79,234.06,244.02,230.15,235,235.25
9.71,278.54,234.07,244.11,232.99,234.37,235.45
9.72,278.57,233.2,243.88,238.18,222.61,235.09
9.73,278.88,222.11,243.89,237.41,222.26,235.14
9.74,279.21,219.71,244.13,233.36,232.02,235.59
9.75,278.63,226.73,242.91,231.23,232.69,235.67
9.76,203.3,151.4,167.44,155.08,140.12,160.6
9.77,222.89,169.69,187.06,123.83,175.44,180.07
9.78,226.95,225.33,243.14,231.75,231.54,235.78
9.79,278.92,223.87,243.5,230.4,229.68,227.43
9.8,279.08,226.76,241.2,230.48,215.26,218.27
9.81,278.83,229.92,243.26,185.65,220.02,234.27
9.82,280.43,230.82,241.65,228.32,230.44,234.55
9.83,279.23,227.78,243.36,213.76,229.59,234.21
9.84,279.1,227.03,243.35,222.64,227.82,234.47
9.85,279.02,208.17,243.4,223.66,221.25,234.57
9.86,250.32,208.36,243.53,226.95,220.49,234.49
9.87,255.47,223.53,243.37,226.76,228.82,234.36
9.88,279.32,222.71,243.48,227.26,230.87,234.37
9.89,281.23,223,243.57,212.52,228.56,234.9
9.9,279.27,222.23,243.48,225.88,228.97,234.9
9.91,279.31,224.6,243.4,225.85,212.21,234.99
9.92,196.61,142.28,160.9,144.83,147.37,152.56
9.93,216.73,161.32,181.22,155.71,165.23,172.84
9.94,239.39,205.72,242.98,227.28,227.9,234.73
9.95,285.26,221.03,242.26,226.26,217.56,235.33
9.96,279.71,206.06,241.91,225.14,224.67,232.85
9.97,279.53,220.79,237.45,216.92,224.78,233.18
9.98,278.01,220.73,239.79,223.86,225.84,233.07
9.99,278.37,221.92,237.82,225.86,216.63,233.11
10,269.66,221.24,237.91,217.5,223.43,233.29
10.01,269.9,215.35,227.62,223.42,215.84,233.05
10.02,278.43,218,239.1,211.42,224.74,218.34
10.03,281.66,218.38,239.76,222.65,215.21,204.79
10.04,284.24,213.21,240.2,221.65,223.64,233.11
10.05,283.17,215.27,240.4,210.04,223.07,233.72
10.06,280.08,207.78,240.41,221.9,225.26,232.52
10.07,255.36,114.27,216.65,198.2,190.84,209.77
10.08,64.13,85.59,41.66,23.25,24.76,34.67
10.09,173.85,90.08,149.92,131.27,133.31,144.76
10.1,278.93,212.59,240.81,222.94,222.39,234.12
10.11,278.74,212.46,240.14,205.89,224.17,234.08
10.12,278.66,212.76,239.28,220.95,209.1,233.87
10.13,279.9,202.12,240.46,220.71,225.17,234.25
10.14,280.94,198.63,240.25,220.42,221.8,234.2
10.15,280.44,201.48,240.43,203.16,221.94,234.35
10.16,263.92,219.86,240.04,222.07,221.07,234.15
10.17,279.34,222.24,240.08,222.29,203.88,230.08
10.18,279.11,222.53,239.06,219.78,221.44,230.49
10.19,266.78,221.6,237.12,219.5,219.69,231.12
10.2,275.49,222.46,235.19,218.29,219.5,229.69
10.21,280.36,231.35,237.97,203.92,218.64,231.43
10.22,278.79,229.2,238.41,217.8,219.98,231.23
10.23,279.76,227.83,239.03,217.69,205.57,231.05
10.24,226.1,162.94,178.46,167.64,150.81,181.84
10.25,229.07,177.02,204.45,183.07,176.52,153.28
10.26,278.94,216.61,239.73,182.59,213.64,231.69
10.27,273.05,139.26,239.71,209.99,214.01,232.28
10.28,276.96,124.14,240.04,212.9,212.17,232.88
10.29,272.29,189.23,239.66,214.01,204.05,232.44
10.3,263.98,224.57,239.73,213.68,191.08,232.64
10.31,186.56,224.71,239.99,211.67,165.91,232.95
10.32,178.98,225.55,240.06,215.43,205.5,233.39
10.33,275.89,223.51,239.85,203.52,217.45,233.2
10.34,278.69,234.13,239.96,123.8,217.85,233.33
10.35,279.09,234.58,248.29,203.57,209.23,226.43
10.36,276.58,240.66,244.57,210.4,218.28,233.39
10.37,267.44,243.97,240.34,216.23,217.61,233.23
10.38,236.28,244.12,238.55,217.11,218.6,234.01
10.39,277.28,276.44,240.2,217.49,219.08,233.95
10.4,206.17,203.61,167.31,144.74,146.13,161
10.41,182.41,176.2,129.52,136.22,137.91,151.9
10.42,274.18,265.94,163.61,225.27,227.76,240.18
10.43,277.79,270.73,192.95,225.24,230.53,242.97
10.44,282.04,270.72,241.16,227.71,229.64,239.93
10.45,278.61,269.62,249.1,226.13,227.88,236.5
10.46,277.83,269.84,243.45,215.95,207.65,194.49
10.47,272.64,269.55,241.25,159.77,126.92,136.76
10.48,230.68,264.94,241.03,126.26,138.44,155.21
10.49,178.38,253.8,241.64,172.4,228.3,237.32
10.5,267.56,267.7,241.89,226.83,228.68,237.63
10.51,279.08,266.47,241.7,227.15,228.79,237.1
10.52,279.17,265.94,230.82,227.62,213.65,210.76
10.53,279.38,272.42,189.09,188.15,202.84,235.64
10.54,267.78,268.65,183.45,228.21,218.95,237.24
10.55,265.3,265.3,245.03,227.45,229.26,237.62
10.56,239.74,184.77,214.89,199.76,201.44,209.62
10.57,156.63,165.8,143.7,131.36,132.92,140.43
10.58,254.88,243.06,217.48,204.41,206.08,232.13
10.59,283.08,267.56,242.27,247.51,248.92,256.92
10.6,283.36,266.78,242.28,247.61,249.02,256.94
10.61,286.82,265.67,230.99,247.8,249.22,256.58
10.62,286.81,265.35,209.21,247,248.33,256.96
10.63,287.02,263.72,232.4,247.99,249.41,245.23
10.64,286.85,255.38,221.29,247.88,249.39,257.19
10.65,283.48,270.29,277.55,277.56,278.22,260.73
10.66,279.71,269.17,278.27,277.65,278.4,278.82
10.67,276.43,262.7,275.77,275.18,275.91,276.26
10.68,275.92,264.1,272.06,271.44,272.28,272.65
10.69,275.93,212.46,272.43,271.67,272.7,272.85
10.7,274.1,264.84,272.5,271.74,272.66,272.9
10.71,275.76,264.61,271.33,266.31,271.46,269.03
10.72,226.04,213.63,221.57,220.12,221.64,220.42
10.73,77.56,63.67,71.59,70.97,71.89,71.66
10.74,239.15,225.98,233.63,233.46,234.29,234.41
10.75,275.95,261.6,270.22,269.74,270.18,270.83
10.76,275.69,256.59,269.24,268.63,269.54,269.86
10.77,275.51,265.22,258.9,263.85,268.53,268.94
10.78,253.92,260.27,267.4,263.83,258.36,264.24
10.79,275.7,258.88,274.61,184.05,275.02,181.88
10.8,276.83,219.07,271.19,271.25,273.31,272.09
10.81,274.44,258.6,269.21,269.76,269.89,270.7
10.82,275.6,257.27,210.34,269.94,270.45,271.14
10.83,275.53,259.45,269.1,269.05,210.19,270.22
10.84,275.53,258.52,268.87,269.24,269.41,270.24
10.85,255.63,258.33,268.84,268.85,269.41,269.77
10.86,275.38,255.82,268.37,268.34,268.65,268.82
10.87,275.44,254.76,266.93,267.17,267.65,267.64
10.88,275.35,260.71,266.97,267.09,267.54,267.29
10.89,183.81,167.63,165.99,165.29,165.79,167.65
10.9,199.2,186.31,187.98,189.11,189.43,187.03
10.91,275.16,252.97,268.31,268.26,267.67,268.39
10.92,275.9,230.57,270.48,269.35,270.94,269.56
10.93,275.17,261.41,263.52,263.94,266.02,268.01
10.94,275.19,261.4,256.56,254.68,254.44,261.5
10.95,275.33,260.68,216.3,259.63,222.52,252.81
10.96,275.42,258.26,261.94,246.45,263.78,244.13
10.97,275.28,257.58,261.09,263.77,264.17,262.35
10.98,264.21,255.79,263.19,263.59,263.67,263.12
10.99,274.89,256.56,261.68,263.52,265.36,262.79
11,275.37,256.07,261.94,249.84,248.27,262.8
11.01,275.45,255.03,261.13,261.81,262.98,262.14
