timestamp,node1,node2,node3,node4,node5,node6
2.53,67.97,67.91,60.93,63.04,72.05,71.36
2.54,183.67,172.1,180.76,181.26,155.7,182.11
2.55,78.44,68.62,73.36,74.13,74.07,74.8
2.56,77.74,57.38,72.71,73.65,72.56,74.2
2.57,138.24,170.85,121.39,177.19,176.32,127.24
2.58,65.08,66.17,71.66,17.1,72.25,68.43
2.59,77.73,63.4,72.15,72.79,72.77,73.19
2.6,76.98,64.04,71.56,72.13,55.04,72.78
2.61,188.55,147.74,181.78,182.6,183.61,183.04
2.62,78.52,54.8,71.83,71.99,73.76,73.07
2.63,77.52,62.82,69.66,70.04,72.76,70.96
2.64,82.86,40.97,63.41,65.37,78.13,74.62
2.65,72.28,66.92,68.57,73.43,76.66,64.72
2.66,185.57,172.22,180.52,180.25,177.85,177.83
2.67,181.66,146.62,174.81,173.26,175.44,175.2
2.68,78.56,65.26,69.98,63.75,72.68,72.71
2.69,182.27,171.77,169.79,134.36,176.15,176.45
2.7,38.66,55.45,39.33,72.75,73.63,32.7
2.71,81,54.56,69.55,72.97,71.65,73.27
2.72,77.24,63.53,71.13,71.56,71.29,70.18
2.73,180.56,165.27,173.52,168.38,161.32,172.62
2.74,193.02,181.07,184.6,172.71,200.5,193.7
2.75,76.59,61.57,68.39,69.11,71.17,56.77
2.76,77,23.13,68.9,69.53,70.79,69.35
2.77,77.51,50.3,65.09,69.65,71.77,69.08
2.78,73.26,60.19,68.98,69.15,71.25,68.16
2.79,76.95,22.34,69.53,70.03,71.76,68.64
2.8,169.22,163.79,160.68,172.1,173.86,171.16
2.81,78.44,65.22,70.58,60.12,72.8,69.9
2.82,78.59,38.03,69.16,69.41,71.07,68.74
2.83,77.9,59.13,68.26,68.51,70.04,64.78
2.84,178.26,163.33,167.96,168.15,165.8,167.35
2.85,181.78,160.09,170.94,171.25,135.45,159.35
2.86,76.81,51.57,55.9,68,74.3,64.5
2.87,43.49,66.26,11.86,26.79,68.8,20.92
2.88,141.33,177.69,150.14,168.6,175.39,139.77
2.89,76.56,68.52,63.63,63.71,66.98,63.09
2.9,77.16,66.99,63.86,63.77,67.25,62.94
2.91,77.1,63.68,64.17,62.89,63.96,62.29
2.92,183.4,167.07,172.57,173.07,169.23,172.33
2.93,160.2,166.05,169.22,167.7,158.33,169.61
2.94,53.8,62.76,1.7,3.6,64.26,2
2.95,183.04,166.76,169.7,170.02,168.96,169.79
2.96,76.41,48.9,63.02,63.14,42.54,63.04
2.97,76.71,16.24,63.02,63.55,65.2,63.44
2.98,188.86,176.17,174.38,174.62,176.76,174.73
2.99,180.34,163.53,165.4,165.8,146.08,154.7
3,50.96,60.73,34.34,19.62,63.69,50.78
3.01,63.2,64.05,49.85,57.09,67.69,63.06
3.02,79.47,18.16,56.84,61.56,68.23,60.99
3.03,0.91,38.48,16.19,16.03,42.15,11.15
3.04,181.75,162.2,164.46,164.51,140.06,164.58
3.05,183.03,161.83,165.18,165.43,169.01,165.55
3.06,179.99,164.32,161.3,161.43,164.86,161.51
3.07,182.46,162.56,169.36,169.57,145.2,172.99
3.08,170.92,160.67,149.01,169.27,163.59,148.39
3.09,182.32,159.96,127.14,143.56,163.67,151.72
3.1,64.56,56.26,68.1,31.81,60.92,65.65
3.11,85.95,0.98,68.13,68.23,49.37,68.4
3.12,186.42,155.01,168.52,168.62,153.7,168.86
3.13,84.99,55.14,67.09,67.24,46.71,66.95
3.14,85.04,43.43,69.1,67.29,68.97,70.53
3.15,80.31,54.91,67.8,64.96,67.57,69.07
3.16,183.89,143.25,170.9,167.56,148.53,171.86
3.17,185.12,162.23,170.38,169.39,170.14,171.92
3.18,186.49,152.66,172.15,170.65,171.41,173.21
3.19,180.53,157.84,164.28,162.86,163.97,165.79
3.2,78.02,55.51,62.14,62.67,61.77,63.28
3.21,77.85,54.95,60.49,61.93,60.13,61.72
3.22,77.31,53.29,58.5,60.71,58.49,59.11
3.23,184.55,160.25,163.67,166.81,163.65,167.78
3.24,81.25,55.13,65.28,64.68,65.38,4.85
3.25,178.68,146.91,160.71,134.51,160.55,162.67
3.26,79.59,43.3,62.15,62.47,61.96,63.33
3.27,78.08,44.03,59.52,61.11,60.47,60.76
3.28,77.67,48.95,1.72,60.74,58.79,60.37
3.29,110.08,152.28,151.53,160.81,92.58,158.78
3.3,182.74,157.92,161.72,142.65,161.94,162.63
3.31,79.97,55.07,57.04,63.38,57.74,54.25
3.32,192.08,164.11,173.27,171.35,173.79,143.09
3.33,183.03,157.64,160.7,164.46,164.88,126.81
3.34,73.72,52.11,53.62,59.8,56.9,57.92
3.35,185.04,160.52,164.55,167.56,165.35,165.11
3.36,186.51,162.25,164.76,169.29,162.5,164.99
3.37,159.35,156.37,99.12,163.32,102.97,158.46
3.38,141.74,156.71,157.58,152.76,158.88,159.14
3.39,77.79,53.94,52.84,60.68,53.86,56.78
3.4,77.33,53.38,55.97,59.96,57.17,44.91
3.41,77.97,53.11,55.09,60.28,55.22,56.38
3.42,185.49,160.15,162.4,167.4,158.74,163.49
3.43,183.87,159.08,160.49,166.14,160.62,150.9
3.44,186.37,161.52,150.89,168.44,160.65,152.38
3.45,144.88,162.13,149.58,169.13,120.06,165.38
3.46,78.56,59.99,51.76,60.91,51.52,57.28
3.47,82.56,64.25,56.58,60.48,52.44,56.94
3.48,192.8,171.24,172.29,172.79,168.09,167.86
3.49,181.5,159.44,160.42,162.1,161.8,158.3
3.5,181.71,160.33,158.59,162.6,162.72,158.59
3.51,78.04,56.71,53.14,59.18,55.73,55.18
3.52,50.13,59.41,22.44,60.96,44.71,53.92
3.53,64.36,57.34,42.28,59.89,21.9,36.1
3.54,184.49,163.49,157.64,154.68,158.16,162.09
3.55,180.5,116.15,152.06,162.52,153.87,158.09
3.56,184.49,171.99,156.54,162.2,152.34,157.52
3.57,186.71,176.08,159.72,166.35,158.51,161.88
3.58,78.33,69.1,50.73,55.01,51.38,55.45
3.59,78.7,70.77,51.63,53.92,52.47,19.54
3.6,194.67,186.97,167.22,171.46,167.3,170.53
3.61,25.76,82.91,38.62,56.2,49.68,48.41
3.62,183.41,187.41,142.05,161.32,144,158.05
3.63,185.2,187.12,157.36,164.68,155.62,159.22
3.64,77.5,76.67,49.26,57.37,35.91,53.25
3.65,76.29,76.56,48.05,57.02,48.17,53.34
3.66,74.76,76.13,45.23,57.34,48.38,53.61
3.67,75.13,75.35,42.36,56.85,45.89,53.06
3.68,178.74,177.15,145.18,158.87,146.91,155.06
3.69,181.48,182.3,146.08,165.16,151.88,161.41
3.7,74.67,74.39,41.12,61.92,40.91,53.63
3.71,64.09,73.19,43.96,53.79,43.04,53.54
3.72,66.32,72.49,29.72,54.68,41.71,57.04
3.73,154.24,168.02,148.29,162.66,124.96,169.45
3.74,170.37,183.51,153.64,162.45,154.95,163.74
3.75,180.91,178.35,156.88,167.67,110.02,162.53
3.76,182.08,178.73,156.09,164.92,160.41,161.48
3.77,77,23.48,50.49,57.81,52.54,56.69
3.78,77.34,68.65,50.22,58.72,50.81,49.92
3.79,77.16,73.15,51.39,58.9,50.28,27.42
3.8,180.88,176.14,153.11,167.25,153.64,66.12
3.81,176.04,182.96,150.53,170.34,161.58,168.02
3.82,39.12,71.57,2.44,57.34,35.6,69.61
3.83,85.68,70.64,64.04,52.24,30.09,69.74
3.84,85.32,69.2,63.66,51.64,51.21,69.69
3.85,187.71,162.5,166.2,132.14,165.82,172.14
3.86,190.36,179.12,168.91,169.69,168.54,174.21
3.87,189.81,174.72,183.42,184.69,175.73,187.28
3.88,188.92,182.35,184.97,187.53,188.67,190.07
3.89,180.06,169.95,175.57,177.77,178.83,180.49
3.9,78.05,30.46,75.06,74.41,75.58,77.32
3.91,77.64,73.37,74.83,74.44,75.49,77.07
3.92,75.49,73.63,74.6,74.24,75.41,76.85
3.93,193.48,187.61,189.17,189.35,190.08,191.96
3.94,77.88,71.86,77.15,73.57,74.4,76.08
3.95,78.03,72.43,73.99,72.93,66.55,75.6
3.96,77.63,55.76,73.85,72.76,73.12,75.21
3.97,77.81,69.32,73.24,71.8,72.54,70.08
3.98,179.92,178.75,182.13,180.08,180.69,175.12
3.99,35.48,70.3,72.81,61.42,71.09,10.48
4,130.84,180.99,163.93,188.26,189.43,190.29
4.01,79.36,68.85,74.55,72.66,76.23,74.7
4.02,78.56,55.28,73.44,72.27,72.74,74.61
4.03,78.72,68.48,73.42,72.87,73.26,74.77
4.04,78.8,68.43,73.73,17.46,18.21,74.34
4.05,191.63,180.67,186.39,185.24,185.1,184.13
4.06,188.35,177.04,165.97,180.22,182.34,183.78
4.07,78.7,63.57,71.95,71.56,71.38,73.1
4.08,78.39,23.29,73.21,70.7,71.12,72.36
4.09,78.31,31.61,73.15,69.88,69.95,71.38
4.1,71.55,64.82,73.2,59.99,69.07,61.55
4.11,39.89,65.53,74.64,69.45,60.41,71.01
4.12,107.64,155.02,162.55,163.96,164.65,165.58
4.13,186.88,178.37,179.92,177.57,180.98,179.4
4.14,83.34,5.2,74.58,73.01,73.79,78.29
4.15,180.32,165.77,172.05,158.67,155.5,156.23
4.16,85.56,64.74,72.3,37.1,42.58,52.29
4.17,203.61,183.88,190.69,189.38,191.72,195.3
4.18,196.62,183.78,189.17,188.69,192.21,193.23
4.19,78.02,63.78,71.57,69,71.4,72.42
4.2,78.86,52.04,71.47,58.06,61.62,73.35
4.21,78.83,53.55,72.14,69.33,68.96,71.05
4.22,77.09,56.14,72.22,58.85,69.06,73.77
4.23,183.74,124.29,178.4,175.91,175.3,176.4
4.24,184.31,139.18,178.37,176.17,172,176.22
4.25,180.16,162.37,173.89,171.61,170.7,170.7
4.26,180.84,162.46,174.45,172.18,171.54,170.61
4.27,179.7,162.82,174.9,171.78,167.69,172.92
4.28,76.16,68.44,70.98,68.36,56.79,68.11
4.29,189.3,156.91,182.17,179.52,179.14,179.26
4.3,180.15,160.29,183.25,180.66,180.58,148.6
4.31,75.2,67.72,62.96,66.81,66.45,67.11
4.32,77.61,68.17,55.69,66.22,65.79,66.3
4.33,76.55,68.19,39.73,62.43,62.58,44.12
4.34,46.21,68.4,68.98,3.83,1.77,28.43
4.35,51.71,71.29,69.72,50.82,52.68,58.38
4.36,181.52,174.07,173.07,168.85,168.8,146.62
4.37,159.39,176.74,177.39,173.25,172.72,173.19
4.38,185.7,172.15,175.36,170.94,170.78,172.47
4.39,79.37,64.21,65.54,69.64,69.92,65.79
4.4,77.67,62.94,66.17,1.56,68.36,46.97
4.41,167.18,170.49,166.04,175.72,112.05,177.78
4.42,185.73,163.76,137.7,170.34,170.86,149.94
4.43,55.64,58.71,65.96,63.96,63.5,64.9
4.44,77.78,58.16,65.95,63.82,63.67,64.1
4.45,77.67,64.71,65.18,62.99,63.03,63.12
4.46,75.29,61.44,43.41,62.66,62.69,52.03
4.47,62.17,61.35,64.85,28.26,27.09,63.12
4.48,76.92,60.67,64.04,53.92,55.06,13.96
4.49,56.21,60.68,52.56,58.55,58.76,40.15
4.5,146.96,98.82,167.83,90.4,90.68,166.3
4.51,199.28,179.38,174.18,181.31,181.28,153.8
4.52,146.67,163.47,155.12,166.69,166.81,167.27
4.53,179.47,151.63,164.33,160.63,160.85,165.85
4.54,77.66,58.17,62.11,67.88,58.56,62.49
4.55,91.62,68.69,50.81,52.72,77.23,50.24
4.56,73.34,68.46,70.55,38.31,50.19,72.7
4.57,85.6,21.31,60.7,67.62,30.54,41.32
4.58,64.87,37.72,60.04,67.69,67.48,62.51
4.59,84.83,55.68,42.75,67.57,67.29,64.95
4.6,86.98,56.86,36.99,68.99,68.8,67.73
4.61,85.77,57.2,69.64,69.68,69.63,68.05
4.62,81.12,54.7,68.46,68.36,68.47,65.74
4.63,79.98,53.11,44.91,66.39,66.79,64.58
4.64,78.67,55.03,63.96,63.78,63.74,63.77
4.65,78.72,53.28,63.69,63.73,63.9,64.13
4.66,74.01,11.43,62.29,62.44,62.39,62.33
4.67,74.31,51.34,62.32,58.33,62.58,64.49
4.68,78.55,56.02,60.62,58.22,61.11,63.38
4.69,78.38,59.49,59.14,58.98,59.5,62.59
4.7,23.39,4.57,7.5,2.17,2.78,6.54
4.71,166.75,142.3,132.21,150.24,150.7,127.49
4.72,95.65,72.03,22.09,77.12,77.86,61.71
4.73,153.37,84.61,135.27,135.52,134.57,96.95
4.74,79.16,52.59,61.2,60.48,61.19,63.25
4.75,55.76,28.89,37.31,24.2,36.33,39.79
4.76,5.25,34.01,42.81,35.87,23.06,46.15
4.77,67.81,41.63,46.86,46.64,45.42,52.17
4.78,79.29,51.44,56.91,56.57,57.06,63.89
4.79,271.5,239.01,248.53,247.56,248.96,246.95
4.8,279.42,250.45,259.07,256.22,258.79,246.08
4.81,275.86,248.22,253.34,255.44,255,257.14
4.82,278.33,242.42,257.76,256.61,256.84,259.73
4.83,277.83,242.92,256.49,255.32,252.69,261.67
4.84,239.47,241.32,207.37,197.77,202.88,261.76
4.85,259.55,246.47,247.27,254.35,253.97,261.85
4.86,276.86,239.2,252.86,253.6,250.93,260.94
4.87,275.61,236.95,255.07,241.27,251.83,259.7
4.88,265.85,233.03,254.4,253.52,241.16,260.75
4.89,277.55,245.6,255.74,254.56,254.05,261.84
4.9,275.44,247.14,253.52,242.04,241.21,260.76
4.91,262.02,249.78,254.43,242.5,253.31,262.1
4.92,277.99,244.03,211.59,255.23,252.54,262.52
4.93,277.73,255.42,251.57,255.06,253.38,262.42
4.94,277.78,252.92,256.32,253.47,251.98,261.3
4.95,275.43,251.7,255.61,253.3,240.8,261.57
4.96,264.38,251.36,252.86,253.13,251.1,261.64
4.97,239.23,214.55,215.95,216.42,212.63,222.21
4.98,77.96,40.87,52.67,49.69,52.47,56.28
4.99,253.09,223.12,185.26,207.19,215.33,235.46
5,265.94,264.85,251.55,252.29,238.78,255.6
5.01,265.73,264.61,249.87,252.99,249.56,248.73
5.02,278.27,265.15,251.88,253.65,248.99,260.38
5.03,278.08,164.36,253.46,253.34,239.61,260.26
5.04,265.15,210.77,252.38,246.18,249.23,255.39
5.05,276.83,273.09,249.16,244.58,248.81,258.92
5.06,277.05,275.56,248.01,251.17,248.37,259.05
5.07,277.14,275.47,236.65,252.34,249.64,259.55
5.08,277.41,275.5,236.96,252.57,243.1,260.02
5.09,272.27,273.84,245.87,252.48,246.23,260.29
5.1,277.7,269.23,245.44,244.68,245.69,259.35
5.11,205.51,239.44,205.01,219.42,216.33,229.8
5.12,277.74,269.18,238.63,252.03,244.06,259.64
5.13,277.57,267.86,239.92,251.73,243.73,264.33
5.14,277.26,267.96,243.68,252.03,235.35,258.81
5.15,281.9,268.09,247.66,261.34,243.29,259.81
5.16,219.65,202.3,178.69,201.28,196.33,199.16
5.17,275.87,266.12,242.98,250.46,252.51,259.69
5.18,275.85,264.38,252.09,244.29,251.62,264.21
5.19,277.69,264.69,252.36,255.19,250.04,261.29
5.2,277.39,263.66,251.27,254.27,251.04,259.19
5.21,270.84,271.19,252.14,254.92,251.57,260.69
5.22,264.55,265.34,252.04,248,246.45,260.55
5.23,178.15,227.39,252.31,167.52,247.88,266.23
5.24,266.36,266.5,239.75,217.48,151.92,260.9
5.25,285.87,266.11,223.19,267.78,241.75,260.1
5.26,285.91,265.43,264.85,267.89,265.15,260.88
5.27,286.1,265.66,264.79,268.14,265.4,260.6
5.28,245.67,224.32,224.5,227.77,225.04,227.05
5.29,91.73,180.35,80.15,81.64,80.62,77.34
5.3,285.76,263.59,240.5,236.74,251.46,251.83
5.31,218.53,262.97,245.51,254.3,252.13,275.85
5.32,285.84,252.77,275.43,276.25,275.68,251.49
5.33,285.6,262.45,275.34,275.42,275.6,268.35
5.34,285.83,267.23,275.47,275.89,275.75,269.27
5.35,280,260.69,273.16,273.67,273.45,254.64
5.36,278.61,261.95,269.38,269.7,269.59,267.72
5.37,278.08,214.52,269.45,269.43,269.55,266.97
5.38,278,261.89,269.03,269.65,269.26,266.96
5.39,277.71,262.83,268.33,268.66,268.49,266.35
5.4,278.01,262.19,268.51,267.69,268.79,237.06
5.41,277.76,261.92,264.14,268.5,268.23,268.8
5.42,278.07,261.02,264.54,267.59,267.64,266.1
5.43,277.88,259.98,266.89,267.38,267.16,265.97
5.44,209.48,181.44,197.43,197.88,197.81,197.36
5.45,224.87,219.26,220.79,221.11,214.22,221.05
5.46,277.38,260.91,264.02,255.08,261.99,264.61
5.47,281.44,260.57,267.35,272.5,267.81,242.33
5.48,280.51,253.44,204.88,270.18,269.58,266.33
5.49,277.51,226.5,266.37,266.21,265.66,264.64
5.5,273.48,259.16,266.51,266.92,263.51,265.64
5.51,223.03,258.11,265.59,207,209.91,265.64
5.52,278.22,259.45,265.66,266.02,265.65,265.73
5.53,278.25,248.5,265.55,266.18,266.04,245.99
5.54,278,258.81,264.59,265.13,265.02,265.91
5.55,278.14,258.91,264.64,265.29,264.95,265.99
5.56,278.02,258.39,263.65,264.58,264.2,266.05
5.57,277.95,247.02,253.37,263.57,263.26,265.97
5.58,268.58,258.9,261.96,253.41,253.21,266.18
5.59,276.08,258.37,263,259.95,259.65,264.2
5.6,80.29,60.7,67.25,68.12,67.83,65.01
5.61,212.99,193.65,198.31,200.93,199.29,201.16
5.62,275.24,256.46,255.42,261.73,264.2,265.18
5.63,230.49,246.72,256.05,242.33,219.85,265.39
5.64,276.35,245.39,246.3,231.07,259.78,265.56
5.65,277.45,255.83,262.05,262.59,264.2,263.41
5.66,278.22,254.95,260.85,262.5,263.71,263.57
5.67,278.43,258.28,261.34,262.43,263.17,265.72
5.68,278.37,257.67,251.18,220.2,262.31,265.6
5.69,278.37,255.72,262.15,262.84,261.55,265.77
5.7,274.41,255.54,261.57,262.86,259.27,265.71
5.71,276.13,254.86,260.53,261.9,256.71,265.17
5.72,279.35,244.6,246.17,262.84,262.17,265.43
5.73,278.01,254.29,256.85,263.23,260.06,265.9
5.74,278.12,254.99,257.36,263.35,261.5,265.95
5.75,246.15,233.3,237.09,242.89,201.51,245.45
5.76,171.64,156.3,160.92,166.43,162.11,168.98
5.77,214.18,189.29,194.03,199.21,196.51,201.89
5.78,278.29,253.28,242.61,263.5,259.61,262.51
5.79,278.61,248.74,257.46,263.62,259.6,266.25
5.8,278.46,253.62,259.18,263.64,258.59,266.24
5.81,278.47,241.11,258.43,263.67,257.73,266.31
5.82,269.2,240.88,258.02,263.69,251.7,266.49
5.83,280.98,252.94,257.29,263.41,264.38,266.27
5.84,279.55,252.78,249.37,260.68,265.42,265.79
5.85,277.87,252.25,259.54,261.94,261.61,265.03
5.86,277.99,252.05,256.76,261.16,219.44,247.6
5.87,238.54,233.85,256.67,258.41,259.47,262.47
5.88,278.06,227.78,256.04,260.98,259.77,260.57
5.89,277.78,197.37,255.92,260.02,258.49,262.44
5.9,277.94,249.96,247.21,232.85,258.58,252.87
5.91,266.91,238.2,235.91,249.71,247.52,252.31
5.92,181.33,152.15,162.28,162.88,160.98,167.02
5.93,227.75,199.42,207.41,212,208.63,214.96
5.94,276.38,248.07,255.74,260.32,256.97,263.66
5.95,278.16,195.03,255.19,260.63,246.42,259.14
5.96,278.68,223.4,245.11,260.44,257.84,261.47
5.97,277.91,246.79,254.38,257.52,260.4,261.1
5.98,265.94,246.47,258.45,259.22,259.4,261.72
5.99,278.73,245.8,253.42,260.07,247.92,262.03
6,262.57,245.15,252.92,257.21,242.85,262.46
