label,timestamp,cpu_usr,cpu_sys,cpu_iowait,cpu_steal,cpu_idle,paging_vmeff,memory_memused,memory_commit,disk_util,network_ifutil
3,3.5,97.1,0,2.6,0,0,0,57.5,22.55,76.24,0
3,3.5,96.9,0,2.7,0,0,0,57.88,22.55,0.08,0.32
3,3.5,97.7,0,2.3,0,0,0,58.22,22.55,0.08,0.43
3,3.5,97.6,0,2.3,0,0,0,58.81,22.55,0.08,0
3,3.5,97.2,0,2.6,0,0,0,59.33,22.55,0.08,0
3,3.5,97.1,0,2.5,0,0,0,58.63,22.55,9.04,0
3,3.5,97.1,0,2.7,0,0,0,57.08,22.55,67.2,0
3,3.5,97.9,0,2,0,0,0,57.6,20.8,0.08,0
3,3.5,35.41,62.89,1.5,0,0.1,0,48.87,20.95,0,0
3,3.5,0.1,99.9,0,0,0,0,48.87,22.28,0,0
3,3.5,0.1,99.8,0.1,0,0,0,48.87,22.28,0.08,0
3,3.5,0.1,88.04,0.2,11.56,0.1,0,48.87,22.28,30.8,0
3,3.5,0.2,99.8,0,0,0,0,48.87,22.28,0.08,0
3,3.5,0.1,99.9,0,0,0,0,48.88,21.75,0,0
3,3.5,0.1,99.8,0.1,0,0,0,48.88,21.75,0,0
3,3.5,0.2,99.6,0.1,0,0.1,0,48.88,21.75,0,0
3,3.5,0.2,99.3,0.5,0,0,0,42.98,21.75,0,0
3,3.5,23.79,74.6,1.61,0,0,0,44.37,21.75,0,0
3,3.5,97.6,0.2,2.2,0,0,0,46.33,21.75,0.08,0
3,3.5,97.6,0.1,1.9,0,0,0,49.51,21.75,0.08,0
3,3.5,98.3,0,1.6,0,0,0,49.51,21.75,0,0
3,3.5,97.4,0,2.5,0,0,0,50.83,21.75,0,0
3,3.5,98.5,0,1.5,0,0,0,50.84,21.75,0,0
3,3.5,98.6,0,1.4,0,0,0,52,21.75,0.16,0
3,3.5,96.9,0,3.1,0,0,0,53.38,21.75,0,0
3,3.5,96.4,0,3.4,0.1,0,0,55.04,21.75,0,0
3,3.5,94.29,1.8,3.91,0,0,0,48.2,21.75,0,0
3,3.5,96.8,0.1,3.1,0,0,0,52.37,21.75,0.64,0
3,3.5,97.6,0.1,2,0,0,0,52.39,21.75,0.56,0.17
3,3.5,98.9,0,0.9,0,0,0,52.4,21.75,0.08,0
3,3.5,96.3,0,3.3,0,0,0,53.6,21.75,10.86,0
3,3.5,98.4,0,1.4,0,0,0,53.54,21.75,55.52,0
3,3.5,97.49,0,2.51,0,0,0,55.01,21.75,0,0
3,3.5,96.9,0,3.1,0,0,0,56.42,21.75,0.08,0
3,3.5,93.89,1.8,4.3,0,0,0,56.54,14.1,0,0
3,3.5,91.89,3.6,4.2,0,0,0,51.43,14.1,0.56,0.17
3,3.5,97.3,0.1,2.4,0,0,0,54.97,14.1,0.08,0
3,3.5,97.8,0,2,0,0,0,54.9,14.1,0,0
3,3.5,98.6,0,1.4,0,0,0,55.63,14.1,0,0
3,3.5,96.71,0,2.99,0,0,0,56.06,14.1,49.44,0
3,3.5,99,0,1,0,0,0,56.24,14.1,16.96,0
3,3.5,96.7,0.1,3.2,0,0,0,57.85,14.1,0,0
3,3.5,96.6,0,3.4,0,0,0,59.44,14.1,0,0
3,3.5,88.98,5.41,5.21,0,0,0,52.45,18.68,0.48,0.17
3,3.5,96.5,0.1,3.2,0,0,0,55.42,19.74,0.08,0.35
3,3.5,97.2,0,2.3,0,0,0,57.11,21.71,0.88,0.6
3,3.5,97.9,0,2,0,0,0,57.04,21.71,0.24,0.08
3,3.5,98.1,0,1.8,0,0,0,58.29,21.71,0,0
3,3.5,97.8,0.1,1.7,0.2,0,0,58.24,21.71,58.96,0
3,3.5,98.2,0,1.8,0,0,0,59.26,21.71,0,0
3,3.5,97.6,0,2.4,0,0,0,60.62,21.71,0,0
3,3.5,97.1,0,2.9,0,0,0,62.27,21.71,0,0
3,3.5,92.8,1.9,5.1,0,0,0,55.36,19.56,1.44,0.42
3,3.5,96.4,0.1,3.2,0,0,0,58.29,21.31,0.24,0.34
3,3.5,94.51,0.1,4.5,0,0,0,60.88,21.66,0.64,1.94
3,3.5,90.91,6.39,2.5,0,0,0,62.29,21.66,0.08,0.52
3,3.5,59.78,22.18,1.21,16.53,0.2,0,62.51,21.66,34.32,0
3,3.5,54.36,37.51,1.71,6.42,0,0,63.99,21.66,20.96,0
3,3.5,50.2,47.27,2.32,0.1,0,0,61.07,21.66,0.96,0.25
3,3.5,71.98,26.11,1.61,0,0.2,0,63.1,21.66,0.08,0
3,3.5,61.89,36.61,1.1,0,0,0,63.69,21.66,12.16,0.14
3,3.5,62.31,34.47,0.9,1.41,0.1,0,63.65,19.53,10.88,0.37
3,3.5,54.82,43.17,2.01,0,0,0,65.11,21.59,0,0.21
3,3.5,61.91,34.17,3.42,0,0.1,0,62.17,21.59,1.12,0.72
3,3.5,73.23,22.21,2.64,1.22,0.2,0,63.89,21.59,16.32,0.26
3,3.5,57.57,41.12,1.2,0,0,0,64.41,21.59,0,0
3,3.5,60.28,38.52,1,0,0.1,0,64.76,21.59,0,0
3,3.5,54.57,42.91,2.31,0.1,0,0,66.24,21.59,0,0.08
3,3.5,74.77,20.7,4.22,0,0.1,0,64.04,21.59,1.36,0.34
3,3.5,76.24,18.81,2.22,2.43,0.1,0,66.22,18.95,15.84,0.17
3,3.5,59.62,38.77,1.31,0.1,0.1,0,66.83,20.35,0,0.17
3,3.5,60.42,38.27,1.21,0,0,0,67.05,21.5,0,0
3,3.5,53.66,44.23,2.01,0,0.1,0,68.56,21.5,0,0.08
3,3.5,71.23,24.52,2.84,1.22,0.1,0,65.77,21.5,17.12,0.34
3,3.5,68.61,28.67,1.41,1.11,0.1,0,67.34,21.5,11.52,0
3,3.5,57.2,41.59,0.91,0,0.1,0,68.31,21.5,0.08,0.24
3,3.5,70.38,26.71,2.91,0,0,0,66.37,21.5,0.8,0.19
3,3.5,68.59,29.8,1.21,0,0.2,0,67.94,21.5,0.08,0
3,3.5,55.84,39.03,1.41,3.62,0.1,0,68.93,19.39,15.84,0.04
3,3.5,69.64,27.45,2.91,0,0,0,66.93,20.72,0.8,0.18
3,3.5,70,28.08,1.41,0,0.2,0,68.58,21.86,0.08,0.13
3,3.5,56.83,41.87,1.2,0,0,0,69.46,21.86,0,0.09
3,3.5,51.82,44.95,2.63,0.51,0.1,0,67.4,21.86,3.36,0.18
3,3.5,75.23,22.66,1.91,0,0.1,0,69.14,21.86,0,0
3,3.5,55.72,43.07,1.2,0,0,0,69.84,20.26,0,0.04
3,3.5,29.06,68.21,1.92,0.71,0.1,0,66.8,21.55,3.44,0.18
3,3.5,0.8,99.1,0.1,0,0,0,66.74,21.55,0.08,0
3,3.5,79.4,17.79,2.61,0,0.1,0,69.9,21.55,0,0.33
3,3.5,64.55,33.74,0.81,0.7,0,0,69.78,21.55,2.32,0.94
3,3.5,78.96,17.43,2.91,0,0.1,0,70.99,20.7,0,1
3,3.5,61.95,35.94,1.81,0,0,0,71.91,21.46,0.08,0.25
3,3.5,53.42,43.56,2.31,0.7,0,0,73.34,21.46,2.56,0
3,3.5,8.86,89.93,1.11,0,0.1,0,68.86,21.46,1.28,0.34
3,3.5,0.5,99.2,0.3,0,0,0,68.8,21.46,0,0.08
3,3.5,30.86,67.64,1.4,0,0.1,0,69.95,20.46,0.08,0
3,3.5,73.86,24.52,1.31,0,0,0,71.8,21.73,10.8,1.01
3,3.5,61.65,36.75,1.31,0.1,0,0,72.4,21.73,0,0.37
3,3.5,61.14,33.13,0.8,4.42,0.2,0,72.38,21.73,15.76,0.93
3,3.5,52.82,44.27,2.92,0,0,0,74,21.73,0,0.14
3,3.5,20.79,77.19,1.92,0,0,0,69.99,20.58,1.52,0.34
3,3.5,12.25,86.75,0.9,0,0.1,0,70.64,21.35,0,0.08
3,3.5,72.94,24.25,2.31,0,0,0,72.93,21.35,0,0.88
3,3.5,63.55,35.24,0.8,0.1,0.1,0,73.26,20.41,0,0.48
3,3.5,60.69,38,1.11,0,0,0,73.44,21.08,0.08,0.94
3,3.5,54.28,41.79,1.91,1.91,0.1,0,74.79,21.08,4.96,0.06
3,3.5,28.11,62.25,2.11,7.23,0.1,0,71.15,20.58,12.16,0.34
3,3.5,29.39,69.71,0.9,0,0,0,72.28,21.23,0,0.08
3,3.5,72.83,24.85,1.92,0,0.1,0,74.32,21.23,0.08,1.12
3,3.5,59.74,38.86,1.1,0,0,0,74.85,20.02,0,0.25
3,3.5,61.13,35.15,3.32,0,0.1,0,72.58,21.33,0.8,0.52
3,3.5,91.29,3,4.3,0,0,0,75.93,21.33,0.24,1.77
3,3.5,53.53,31.35,4.33,9.88,0.1,0,77.58,17.74,14.4,1.8
3,3.5,50.21,46.29,2.99,0,0.21,0,78.95,17.74,0,2.25
3,3.5,92.15,4.23,3.42,0,0,0,79.69,21.42,0,0.69
3,3.5,97.7,0,1.8,0,0,0,78.91,21.42,0.16,1.24
3,3.5,98.3,0,1.3,0,0,0,78.21,21.42,1.92,1
3,3.5,98.2,0,1.3,0,0,0,77.57,21.42,0.08,1.04
3,3.5,97.8,0,1.9,0,0,0,77.1,21.42,74.48,0.74
3,3.5,98.9,0,1,0,0,0,77.03,17.75,8.24,0.16
3,3.5,97.7,0,1.6,0,0,0,76.51,17.75,68.24,0.75
3,3.5,98.2,0,1.5,0,0,0,76.1,20.01,0.64,0.66
3,3.5,99,0,1,0,0,0,76.05,21.1,0.56,0.04
3,3.5,98.9,0,1.1,0,0,0,76.03,21.1,0,0
3,3.5,92.39,2.3,5.21,0,0,0,60.25,21.1,0.08,0.2
3,3.5,92.11,0.1,5.29,0,0,0,63.69,21.1,0.08,2.82
3,3.5,93.1,0,5.5,0,0,0,65.28,17.56,0,1.91
3,3.5,93.19,0.1,4.6,0,0,0,66.35,19.63,0.32,2.2
3,3.5,92.79,0.3,5.31,0.1,0,0,67.53,21.16,0,3.25
3,3.5,91.18,1.22,6.09,0.2,0.1,0,68.73,21.16,32.24,2.09
3,3.5,93.71,2.8,3,0.1,0,0,69.05,21.16,100.08,0.9
3,3.5,97.6,0,2.3,0,0,0,68.72,21.16,100,0.9
3,3.5,98.3,0,1.3,0,0,0,68.16,17.63,15.2,0.85
3,3.5,98.7,0,0.9,0,0,0,67.51,20.23,0,0.69
3,3.5,98.4,0,1.2,0,0,0,66.88,21.51,0,0.88
3,3.5,98.2,0,1.3,0,0,0,66.45,21.51,0.08,0.51
3,3.5,98.6,0,1.4,0,0,0,66.43,19.92,12.08,0
3,3.5,98.3,0,1.4,0,0,0,65.98,21.45,0,0.73
3,3.5,98.7,0,1,0,0,0,65.56,21.45,0.8,0.74
3,3.5,95.9,1.8,2.2,0,0,0,60.08,21.45,0.08,0.04
3,3.5,12.91,85.69,1.3,0,0.1,0,47.75,21.45,0,0
3,3.5,0.2,99.5,0.3,0,0,0,47.69,21.45,0,0
3,3.5,0.2,99.5,0.3,0,0,0,47.62,21.45,0,0
3,3.5,0.1,99.5,0.4,0,0,0,47.56,21.45,0,0
3,3.5,0.4,99.4,0.1,0.1,0,0,47.51,21.45,0.48,0
3,3.5,0.3,99.5,0.1,0,0.1,0,47.44,21.45,0,0
3,3.5,0.5,99.2,0.3,0,0,0,47.38,21.45,0,0
3,3.5,51.56,43.69,4.14,0.61,0,0,37.65,21.45,1.68,0
3,3.5,56.19,39.15,4.46,0.1,0.1,0,24.51,21.45,0.72,0
3,3.5,74.6,23.39,1.81,0,0.1,0,26.68,21.45,0.08,0
3,3.5,68.04,31.06,0.7,0,0.1,0,26.64,18.62,0.16,0
3,3.5,63.26,35.22,1.42,0,0.1,0,27.04,21.47,0,0
3,3.5,52.71,46.29,0.9,0,0.1,0,27.47,21.47,0,0
3,3.5,54.48,44.61,0.91,0,0,0,28.11,21.47,0,0
3,3.5,50.65,45.33,1.91,1.91,0.1,0,29.01,21.47,11.68,0
3,3.5,77.7,16.25,3.43,2.62,0,0,27.88,21.47,21.52,0
3,3.5,70.27,28.31,0.91,0,0.2,0,27.82,21.12,0.08,0
3,3.5,56.21,42.58,1.01,0,0.1,0,28.24,21.12,0,0
3,3.5,61.82,36.77,1,0.1,0,0,28.55,21.12,0.08,0
3,3.5,52.88,46.41,0.51,0,0.1,0,29.01,20.9,0.48,0
3,3.5,55.97,42.83,1.1,0,0.1,0,29.91,20.9,0,0
3,3.5,50.95,46.65,2.3,0.1,0,0,26.51,20.9,0.08,0
3,3.5,47.18,50.1,2.02,0,0.1,0,28.25,20.9,0.32,0.79
3,3.5,1.51,98.19,0.3,0,0,0,28.18,20.9,0,0
3,3.5,1.61,98.19,0.2,0,0,0,28.12,20.9,0,0
3,3.5,1.6,98,0.2,0.1,0.1,0,28.06,20.9,0.08,0
3,3.5,1.81,91.35,0.2,6.54,0.1,0,27.99,13.41,19.84,0
3,3.5,1.61,98.19,0.2,0,0,0,27.93,13.41,0.08,0
3,3.5,1.6,98,0.3,0.1,0,0,27.87,13.41,0.16,0
3,3.5,1.51,98.19,0.2,0,0,0,27.81,13.41,0,0
3,3.5,1.41,98.39,0.1,0,0.1,0,27.75,13.41,0,0
3,3.5,1.01,98.79,0.2,0,0,0,27.68,13.41,0,0
3,3.5,2.02,97.88,0.1,0,0,0,27.63,13.41,0.08,0.08
3,3.5,19.9,78.38,1.12,0,0.2,0,27.96,17.59,0,0.64
3,3.5,23.15,75.35,1,0,0.1,0,28.74,22.92,0.16,0.16
3,3.5,1.41,98.29,0.2,0.1,0,0,28.64,24.2,0.32,0.16
3,3.5,1.31,98.29,0.4,0,0,0,28.64,24.2,0.48,0
3,3.5,0.81,98.99,0.2,0,0,0,28.63,24.2,0.24,0
3,3.5,1.5,98.09,0.3,0,0.1,0,28.65,24.2,0.32,0
3,3.5,1.51,98.29,0.2,0,0,0,28.66,24.2,0.16,0
3,3.5,2.62,94.86,0.4,1.91,0.1,0,28.68,24.2,11.44,0.14
3,3.5,1.61,97.89,0.4,0,0.1,0,28.82,24.35,0,0
3,3.5,1.41,98.49,0.1,0,0,0,28.81,24.35,0.08,0
3,3.5,1.31,98.29,0.3,0,0.1,0,28.75,24.35,0.16,0.07
3,3.5,4.44,94.95,0.5,0,0,0,28.9,24.35,0.32,0.29
3,3.5,1.91,97.29,0.6,0.1,0.1,0,29.02,24.35,0.24,0.07
3,3.5,2.52,97.28,0.2,0,0,0,29.1,24.35,0.24,0.14
3,3.5,1.61,97.99,0.3,0,0.1,0,29.01,23.16,0.24,0.16
3,3.5,1.61,98.19,0.2,0,0,0,29.04,24.63,0.32,0
3,3.5,1.81,97.79,0.4,0,0,0,29.06,24.63,0.24,0
3,3.5,1.61,97.99,0.4,0,0,0,29.08,24.63,0.16,0
3,3.5,0.8,98.79,0.1,0.1,0.1,0,29.09,24.63,0.32,0
3,3.5,1.41,97.99,0.4,0,0.1,0,29.13,24.63,0.16,0.07
3,3.5,1.6,98.09,0.3,0,0,0,29.16,24.63,0.32,0
3,3.5,1.72,97.98,0.3,0,0,0,29.17,24.63,0.16,0.14
3,3.5,23.56,75.23,1.01,0,0.1,0,29.87,24.63,0.24,0.16
3,3.5,12.08,86.71,1.01,0,0.1,0,30.22,24.63,0.16,0.14
3,3.5,1.81,97.68,0.5,0,0,0,30.31,24.63,0.24,0
3,3.5,2.41,97.29,0.2,0,0.1,0,30.35,24.63,0.24,0
3,3.5,1.71,97.88,0.3,0,0.1,0,30.41,24.63,0.24,0.07
3,3.5,1.61,97.89,0.4,0.1,0,0,30.48,24.63,0.24,0
3,3.5,1.11,95.96,0.71,2.12,0.1,0,30.57,24.63,10.88,0
3,3.5,1.12,98.38,0.3,0,0.1,0,30.56,24.63,0.16,0.38
3,3.5,2.16,95.38,0.62,0.1,0.31,0,31.09,24.63,2.88,1.8
3,3.5,1.02,97.66,0.71,0,0.2,0,31.3,24.63,1.04,0.68
3,3.5,1.25,98.02,0.31,0.1,0.31,0,32.31,24.63,4.8,1.76
3,3.5,0.94,97.92,0.62,0,0.31,0,33.29,24.63,4.24,2.08
3,3.5,0.92,97.65,0.41,0,0.31,0,33.9,24.63,3.2,1.12
3,3.5,1.24,97.72,0.41,0,0.21,0,34.73,24.63,3.76,1.73
3,3.5,0.82,98.57,0.2,0.1,0.2,0,34.81,24.63,0.4,0.52
3,3.5,1.32,98.28,0.3,0,0.1,0,34.99,24.63,0.56,0.27
3,3.5,1.01,98.79,0.2,0,0,0,35.01,24.63,0.08,0.07
3,3.5,1.52,97.46,0.41,0,0.2,0,35.46,24.63,2,0.55
3,3.5,1.13,98.46,0.1,0,0.1,0,35.76,24.63,1.12,0.4
3,3.5,3.87,94.7,0.61,0.1,0.2,0,36.52,24.63,2.8,0.77
3,3.5,1.22,97.86,0.2,0,0.2,0,36.66,24.63,0.96,0.67
3,3.5,1.21,98.59,0.2,0,0,0,36.66,24.63,0.08,0
3,3.5,1.32,97.87,0.51,0,0.2,0,36.7,24.63,0.08,0.2
3,3.5,1.42,98.28,0.3,0,0,0,36.61,24.63,0.08,0.33
3,3.5,1.01,98.28,0.3,0,0.1,0,36.46,24.63,0,0.34
3,3.5,0.81,98.89,0.3,0,0,0,36.29,24.63,0,0.16
3,3.5,11.37,87.73,0.6,0.1,0.1,0,36.34,24.63,0,0.16
3,3.5,70.42,27.46,2.03,0,0.1,0,37.12,24.63,0,0.15
3,3.5,54.92,42.44,2.23,0,0.2,0,37.46,24.63,0,0
3,3.5,54.98,42.17,2.34,0,0.2,0,37.93,24.63,0,0
3,3.5,55.25,41.49,2.14,0.92,0.2,0,38.4,24.63,3.92,0
3,3.5,54.88,36.59,2.03,6.1,0.2,0,38.86,24.63,26,0
3,3.5,55.14,42.73,1.83,0,0.2,0,39.32,24.63,0.08,0
3,3.5,53.92,43.32,2.34,0,0.2,0,39.79,24.63,0,0
3,3.5,53.87,43.99,1.73,0,0.2,0,40.26,24.63,0,0
3,3.5,54.17,43.6,1.83,0,0.2,0,40.71,24.63,0,0
3,3.5,53.52,41.9,2.45,1.53,0.2,0,41.16,24.63,7.44,0
3,3.5,54.52,38.09,1.75,5.24,0.21,0,41.63,24.63,20.64,0
3,3.5,53.67,44.5,1.53,0,0.2,0,42.1,24.63,0,0
3,3.5,52.68,44.78,2.13,0.1,0.2,0,36.83,24.63,0.08,0
3,3.5,72.83,22.42,3.13,1.11,0.1,0,39.55,24.63,28.08,2.18
3,3.5,48.99,42.19,1.93,5.88,0,0,40.71,24.63,5.84,1.27
3,3.5,60.34,37.84,1.72,0,0.1,0,42.08,24.63,0.08,0.21
3,3.5,66.6,26.32,2.23,4.45,0.2,0,42.42,24.63,18.08,0
3,3.5,54.99,43.08,1.53,0,0.2,0,42.88,24.63,0,0
3,3.5,54.49,42.96,2.14,0,0.2,0,43.24,24.63,0.08,0
3,3.5,54.79,42.77,2.04,0,0.2,0,43.7,24.63,0,0
3,3.5,54.58,41.24,2.34,1.43,0.31,0,44.15,24.63,11.12,0
3,3.5,55.84,33.2,2.03,8.43,0.2,0,44.62,24.63,32.4,0
3,3.5,54.24,35.65,1.94,7.66,0.2,0,45.07,25.23,19.44,0
3,3.5,55.07,41.78,2.13,0.51,0.2,0,45.52,25.23,8.56,0
3,3.5,54.27,42.78,2.03,0,0.2,0,45.56,25.23,0,0.63
3,3.5,55.36,41.7,2.23,0,0.2,0,45.7,25.23,0,0.47
3,3.5,54.39,35.92,2.35,6.63,0.2,0,46.04,25.23,28.08,0.16
3,3.5,56.69,40.67,2.23,0,0.2,0,45.34,25.23,0.08,0.16
3,3.5,71.85,25.83,2.02,0,0.1,0,41.65,25.23,0.08,0
3,3.5,59.33,31.85,2.54,5.88,0.1,0,43.75,25.23,28.08,2.07
3,3.5,53.44,43.62,1.72,0,0.1,0,45.3,25.23,0,1.63
3,3.5,68.94,28.74,2.21,0,0.1,0,46.31,25.23,0,0
3,3.5,56.23,37.39,1.82,4.26,0.2,0,46.71,25.23,18.16,0
3,3.5,55.05,43.12,1.63,0,0.2,0,47.16,25.23,0,0
3,3.5,54.14,43.33,1.92,0,0.2,0,47.64,25.23,0.08,0
3,3.5,54.93,41.71,1.73,1.12,0.31,0,48.09,25.23,11.2,0
3,3.5,55.33,41.02,1.73,1.42,0.2,0,48.54,25.23,10.88,0
3,3.5,53.84,31.22,1.84,12.59,0.2,0,48.98,25.23,32.48,0
3,3.5,53.91,40.81,1.52,3.25,0.2,0,49.5,23.33,16.96,0
3,3.5,53.3,44.37,1.83,0,0.2,0,50.02,25.01,0,0
3,3.5,54,43.57,1.93,0,0.2,0,50.54,25.01,0,0
3,3.5,54.6,36.6,1.82,6.47,0.3,0,51.06,25.01,28.16,0
3,3.5,53.56,44.09,1.83,0,0.2,0,51.59,25.01,0.08,0
3,3.5,52.64,44.62,2.33,0,0.2,0,45.8,25.01,0.08,0
3,3.5,74.29,20.65,3.14,1.72,0,0,49.41,25.01,28.08,2.2
3,3.5,53.07,44.62,2.11,0,0.1,0,50.44,25.01,0,1.27
3,3.5,51.21,47.17,1.41,0.1,0.1,0,52.06,25.01,0,0.22
3,3.5,74.19,19.13,2.43,4.05,0.1,0,52.37,25.01,18.08,0
3,3.5,54.47,43.5,1.73,0,0.2,0,52.7,25.01,0,0
3,3.5,54.8,43.07,1.62,0,0.3,0,53.24,25.01,0,0
3,3.5,55.42,42.76,1.52,0,0.2,0,53.77,25.01,0,0
3,3.5,56.65,39.09,2.23,1.62,0.1,0,54.37,25.01,11.44,0
3,3.5,54.42,33.5,2.13,9.44,0.3,0,54.86,25.01,28.48,0
3,3.5,56.28,39.07,1.82,2.33,0.2,0,55.39,25.01,7.04,0
3,3.5,53.7,37.18,2.53,6.28,0.2,0,55.92,23.64,24.72,0
3,3.5,53.87,44.09,1.73,0,0.2,0,56.47,24.78,0,0
3,3.5,53.45,44.22,1.72,0,0.2,0,57,24.78,0,0
3,3.5,53.36,38.9,2.14,5.09,0.2,0,57.54,24.98,28.08,0
3,3.5,54.31,42.76,2.43,0.1,0.2,0,56.03,24.98,0.08,0
3,3.5,14.86,83.72,1.11,0,0.2,0,52,24.98,0.08,0
3,3.5,0.4,72.51,0.6,26.49,0,0,46.32,24.98,28.16,0
3,3.5,0.1,99.8,0.1,0,0,0,46.31,24.98,0,0
3,3.5,58.51,38.97,2.42,0,0.1,0,48.43,24.98,0,0
3,3.5,96.6,0.2,3.1,0,0,0,52.46,24.98,18.08,0
3,3.5,97.1,0,2.6,0,0,0,52.62,24.98,0,0
3,3.5,99.2,0,0.7,0,0,0,52.82,24.98,0,0
3,3.5,97,0,2.9,0,0,0,53.96,24.98,0,0
3,3.5,99.4,0,0.5,0,0,0,54.01,24.98,0.08,0
3,3.5,96.6,0.1,3.3,0,0,0,56.06,24.98,0.08,0
3,3.5,96.3,0,3.7,0,0,0,57.91,20.85,0,0
3,3.5,89.77,5.62,4.61,0,0,0,51.19,24.97,0,0
3,3.5,96.6,0.2,3.1,0.1,0,0,55.37,24.97,10.24,0
3,3.5,97.5,0,1.9,0,0,0,55.3,24.97,19.6,0.27
3,3.5,97.8,0,1.8,0,0,0,55.23,24.72,21.2,0
3,3.5,97.6,0,2.3,0,0,0,56.51,24.72,0,0
3,3.5,98.8,0,1.2,0,0,0,56.45,24.72,0.08,0
3,3.5,96.8,0,3.2,0,0,0,58.21,24.72,0.08,0
3,3.5,96.1,0,3.9,0,0,0,59.87,24.72,0,0
3,3.5,87.58,7.52,4.71,0,0,0,53.18,24.72,0.64,0.22
3,3.5,97.6,0.2,2.2,0,0,0,55.24,24.72,0.08,0
3,3.5,97.5,0,2.3,0,0,0,58.21,24.72,0.08,0
3,3.5,98.2,0,1.6,0,0,0,58.14,24.72,0.08,0
3,3.5,97.1,0,2.5,0,0,0,59.39,24.72,0.08,0
3,3.5,97.9,0,2.1,0,0,0,59.34,24.72,65.76,0
3,3.5,97.5,0,2.5,0,0,0,60.68,24.72,0.08,0
3,3.5,96.4,0,3.6,0,0,0,62.37,20.55,0.08,0
3,3.5,88.97,6.72,4.21,0,0,0,57.71,12.8,0.24,0.08
3,3.5,96.1,0.7,3,0,0.1,0,57,12.8,0.48,0.08
3,3.5,96.8,0.2,2.8,0,0,0,60.32,17.99,0.4,0.43
3,3.5,98.1,0,1.6,0,0,0,60.26,20,0.24,0.08
3,3.5,97.9,0,2.1,0,0,0,61.5,20.35,0,0
3,3.5,97.9,0,1.8,0,0,0,61.46,20.35,23.68,0
3,3.5,97.6,0,2.4,0,0,0,62.56,20.35,39.52,0
3,3.5,97,0,2.8,0,0,0,63.65,20.35,0,0.51
3,3.5,95.81,0,4.09,0.1,0,0,65.42,20.35,0,0
3,3.5,88.67,7.02,4.21,0,0,0,58.74,20.35,1.6,0.5
3,3.5,96.9,0.2,2.8,0,0,0,62.49,17.39,0,0
3,3.5,96.9,0,2.3,0,0,0,62.28,19.92,0,0.42
3,3.5,98.3,0,1.5,0,0,0,62.7,19.92,0.48,0.25
3,3.5,97.1,0,2.8,0,0,0,63.42,19.92,55.84,0
3,3.5,98.7,0,1.2,0,0,0,63.82,19.92,0,0
3,3.5,97,0,3,0,0,0,65.51,19.92,0,0
3,3.5,96.4,0,3.6,0,0,0,67.24,19.92,0,0
3,3.5,69.45,25.43,4.82,0,0.1,0,60.41,19.92,2,0.67
3,3.5,96.7,0.1,3.2,0,0,0,64.66,17.39,0.08,0
3,3.5,97.4,0,2.2,0,0,0,64.44,18.5,0,0.43
3,3.5,98.5,0,1.4,0,0,0,64.26,20.69,0.24,0.26
3,3.5,96.8,0,2.8,0,0,0,65.48,20.69,9.92,0.17
3,3.5,98.29,0,1.4,0.2,0,0,65.4,20.69,42.32,0
3,3.5,97.2,0.1,2.6,0,0,0,66.95,20.69,0,0
3,3.5,97,0,2.9,0.1,0,0,68.6,20.69,0,0
3,3.5,90.29,4.7,4.9,0,0,0,61.53,20.69,2.64,0.84
3,3.5,97.2,0.1,2.7,0,0,0,63.68,16.75,0,0
3,3.5,96.9,0.1,2.8,0,0,0,67,18.27,0,0
3,3.5,98.5,0,1.4,0,0,0,66.95,19.9,0,0
3,3.5,97.9,0,2.1,0,0,0,68.2,19.9,0,0
3,3.5,98.7,0,1.2,0,0,0,68.37,19.9,52.08,0
3,3.5,96.6,0,3.4,0,0,0,70.38,19.9,0,0
3,3.5,91.16,3.41,5.22,0,0,0,64.08,19.9,2.32,0.66
3,3.5,97.2,0.1,2.6,0,0,0,67.13,19.9,0.08,0
3,3.5,97.8,0,2.1,0,0,0,69.02,19.9,0,0
3,3.5,98.8,0,1.1,0,0,0,68.96,18.18,0,0
3,3.5,96.9,0,2.8,0,0,0,70.23,19.93,0,0
3,3.5,98.2,0,1.8,0,0,0,70.88,20.28,16.16,0
3,3.5,89.2,0.7,3.7,6.4,0,0,72.64,20.28,21.12,0
3,3.5,46.92,49.95,3.03,0,0.1,0,64.9,20.28,2.4,0.7
3,3.5,0,100,0,0,0,0,64.83,20.28,0,0
3,3.5,0,99.8,0.1,0.1,0,0,64.79,20.28,0,0
3,3.5,0.1,99.9,0,0,0,0,64.73,20.28,0,0
3,3.5,23.87,75.53,0.6,0,0,0,65.63,17.2,0,0
3,3.5,89.39,7.41,2.7,0,0.1,0,68.67,19.83,7.76,0.63
3,3.5,97.4,0.1,1.9,0,0,0,70.7,19.83,8.48,0.62
3,3.5,97.7,0,1.7,0,0,0,71.32,19.83,0.08,1.09
3,3.5,98.3,0,1,0,0,0,71.39,19.83,0,1.06
3,3.5,97.6,0,2.1,0,0,0,72.38,19.83,0,0.79
3,3.5,98.3,0,1.7,0,0,0,73.2,19.83,0,0.19
3,3.5,96.3,0.1,3.5,0,0,0,75,19.83,0,0.02
3,3.5,63.17,32.19,4.44,0,0,0,70.44,17.21,1.52,0.43
3,3.5,0.2,99.6,0.2,0,0,0,67.22,18.08,1.28,0.41
