timestamp,cpu_usr,cpu_idle,cpu_sys,cpu_iowait,cpu_steal,paging_vmeff,memory_memused,memory_commit,disk_util,network_ifutil
2,95,0,3.9,0,0,0,48.96,20.01,0.4,1.84
2,95.6,0,3.5,0,0,0,49.91,20.01,12.8,1.33
2,57.2,38.87,3.63,0,0,0,47.22,18.59,2.8,0.89
2,96.9,0.1,2.9,0,0,0,48.84,19.23,6,0.18
2,95.9,0,3.6,0,0,0,51.41,20.42,0,1.66
2,96.2,0,3.3,0,0,0,52.68,20.42,0.24,0.97
2,97.3,0,2.4,0,0,0,53.24,20.42,12.4,0.47
2,90.46,4.82,2.41,2.21,0.1,0,47,16.4,11.04,0.48
2,94.8,0.2,2.2,2.8,0,0,48.12,19.04,12.72,0
2,94,0,4,0,0,0,48.19,20.21,0,3.24
2,93.79,0.1,4,0,0,0,46.94,20.21,14.56,4.44
2,87.09,8.21,4.4,0,0,0,42.96,19.2,0.08,0.69
2,96.29,0,2.61,0,0,0,45.42,20.4,0.08,1.57
2,96.7,0,2.6,0,0,0,46.46,20.4,0.24,1.07
2,97.2,0,2.8,0,0,0,47.24,20.09,0.08,0
2,97.9,0,2,0,0,0,47.02,20.09,9.92,0.36
2,63.23,34.85,1.62,0,0.1,0,40.78,16.17,1.84,0.58
2,43,55.19,1.21,0.4,0.1,0,34.81,12.48,3.28,0.47
2,0.1,99.3,0.1,0.3,0,0,34.71,12.48,1.04,0.48
2,0,99.9,0.1,0,0,0,34.65,12.48,0,0
2,0.1,99.8,0,0,0.1,0,34.59,12.48,0,0
2,0.3,98.09,1.61,0,0,0,17.79,12.48,0.24,0
2,34.91,63.58,1.51,0,0,0,19.42,17.1,0,0
2,97.09,0.1,2.81,0,0,0,23.87,19.81,0.08,0
2,98.9,0,0.9,0,0,0,23.86,19.81,0,0
2,98.3,0,1.6,0,0,0,23.8,19.81,0,0
2,98.9,0.1,1,0,0,0,24.37,19.81,0,0
2,98.6,0,1.2,0,0,0,24.66,19.81,0.08,0
2,98.9,0,1,0,0,0,24.6,19.81,0.08,0
2,98.2,0,1.8,0,0,0,25.51,19.81,0,0
2,99.2,0.1,0.7,0,0,0,25.48,19.81,0,0
2,98.2,0,1.8,0,0,0,26.49,19.81,0,0
2,96.9,0.1,2.1,0.9,0,0,27.33,19.81,1.44,0
2,98.4,0,1.6,0,0,0,28.19,19.81,7.76,0
2,93.19,2.71,4.11,0,0,0,21.65,17.19,0,0
2,97.29,0.1,2.61,0,0,0,25.67,19.59,0,0
2,98.2,0,1.5,0,0,0,25.67,19.59,0.4,0.15
2,99.1,0,0.9,0,0,0,25.67,19.59,0,0
2,97.9,0,2.1,0,0,0,26.64,19.59,54.96,0
2,98.7,0,1,0,0,0,26.66,19.59,0.08,0
2,99.3,0,0.7,0,0,0,26.79,19.59,0,0
2,98.1,0,1.8,0,0,0,27.65,19.59,0,0
2,98.7,0,1.3,0,0,0,28.31,19.59,0,0
2,98.2,0,1.8,0,0,0,29.18,19.59,0,0
2,97.8,0,2.2,0,0,0,30.07,19.59,9.12,0
2,96.6,1.5,1.9,0,0,0,29.67,19.59,0,0
2.5,91.57,4.41,3.71,0.1,0,0,24.87,17.75,0.48,0.15
2.5,95.3,0.5,3.7,0,0,0,28.33,19.88,0.56,1.33
2.5,90.39,6.11,3.2,0,0.1,0,27.73,19.1,8.48,0.43
2.5,69.39,25.56,2.53,2.53,0,0,27.26,18.95,41.68,0.3
2.5,80.02,16.57,3.01,0.3,0.1,0,27.4,18.96,0.96,0
2.5,35.55,63.04,1.41,0,0,0,26.07,16.23,0.08,0
2.5,44.96,53.43,1.61,0,0,0,27.38,19.12,0,0
2.5,78.37,18.01,3.22,0.1,0.1,0,27.63,18.93,5.6,0.1
2.5,51.01,36.97,2.63,8.69,0.1,0,29.22,20.17,26,1.26
2.5,8.78,90.82,0.4,0,0,0,29.43,20.17,0,0.3
2.5,0.9,98.8,0.2,0,0.1,0,29.43,20.17,0,0
2.5,1.01,98.89,0.1,0,0,0,29.42,20.17,0.4,0
2.5,0.91,98.89,0.1,0.1,0,0,29.33,20.17,0.32,0.15
2.5,0.7,98.9,0.3,0,0.1,0,29.24,20.17,0,0.15
2.5,80.84,16.65,2.41,0,0,0,30.24,20.17,0.08,0.15
2.5,98.1,0.1,1.7,0,0,0,30.45,20.38,11.04,0.39
2.5,97.7,0,2.1,0,0,0,31.06,20.38,0.08,0
2.5,98,0,1.8,0,0,0,31.63,20.38,0,0
2.5,98,0,1.9,0,0,0,32.25,20.38,0,0
2.5,97.8,0,1.9,0,0,0,32.81,20.38,0.08,0
2.5,97.8,0,2,0,0,0,33.41,20.38,0,0
2.5,97.1,0,2.6,0,0,0,33.84,20.38,92.96,0.3
2.5,97.3,0,2.4,0,0,0,34.41,20.38,3.92,0
2.5,97.5,0,2.4,0,0,0,35.01,20.38,0,0
2.5,97.5,0,2.3,0,0,0,35.57,20.38,0.08,0
2.5,97.9,0,2,0,0,0,36.17,20.38,0,0
2.5,85.33,10.95,3.62,0,0,0,29.34,17.59,0,0
2.5,93.59,0.2,4.51,0,0,0,32.28,20.17,1.44,3
2.5,89.88,0.6,2.51,6.81,0,0,33.17,20.17,62.08,0.59
2.5,97.1,0.3,2.3,0,0,0,35.02,20.17,0,0.15
2.5,97.6,0,2.1,0,0,0,35.32,20.39,0,0.69
2.5,98,0,1.7,0,0,0,35.7,20.39,0,0
2.5,98.1,0,1.6,0,0,0,36.27,20.39,0.08,0
2.5,97.7,0,1.9,0,0,0,36.85,20.39,0,0
2.5,97.6,0,2.2,0,0,0,37.29,20.39,41.92,0
2.5,97.4,0,2.2,0,0,0,37.88,20.39,8.48,0
2.5,97.8,0,2.2,0,0,0,38.46,20.39,4,0
2.5,97.6,0,2.2,0,0,0,39.05,20.39,76.16,0
2.5,97.7,0,1.8,0,0,0,39.45,20.39,0.08,0.3
2.5,97.5,0,2.2,0,0,0,40.01,20.39,0.08,0
2.5,97.8,0,2,0,0,0,40.59,20.39,0.08,0
2.5,93.39,3.81,2.61,0,0,0,34.79,16.1,0,0
2.5,0.5,99.09,0.2,0.1,0.1,0,31.63,12.01,0.8,0.3
2.5,0,86.63,0.2,13.07,0.1,0,31.63,12.01,26.96,0
2.5,0.1,84.82,0.1,14.97,0,0,31.63,12.01,36.4,0
2.5,0,99.9,0.1,0,0,0,31.63,12.01,0,0
2.5,0.1,99.9,0,0,0,0,31.63,12.01,0.08,0
2.5,0.2,99.7,0.1,0,0,0,31.66,12.01,0,0
2.5,59.36,37.63,2.92,0,0.1,0,31.63,16.2,0,0
2.5,64.31,33.17,2.42,0,0.1,0,33.87,21.54,0,0
2.5,74.27,23.61,1.82,0,0.1,0,36.07,22.83,0,0
2.5,62.71,35.28,1.71,0.1,0.1,0,36.74,22.83,0.08,0
2.5,60.7,37.59,1.51,0,0.1,0,37.05,22.83,0.08,0
2.5,53.62,44.16,2.11,0,0,0,38.77,22.83,0,0
2.5,69.01,28.07,2.82,0,0.1,0,36.2,22.08,0.24,0
2.5,69.09,29.19,1.31,0,0.1,0,37.42,22.82,0,0
2.5,62.61,36.17,1.11,0,0.1,0,38.04,22.82,0.08,0
2.5,55.98,42.41,1.51,0.1,0,0,38.93,22.82,0,0
2.5,52.07,45.3,2.33,0,0.1,0,36.06,21.59,0,0
2.5,61.07,36.02,2.31,0.5,0.1,0,38.34,23.29,26.48,0.89
2.5,1.41,98.49,0.1,0,0,0,38.3,23.29,0.08,0
2.5,1.21,98.39,0.2,0.1,0.1,0,38.23,23.29,0,0
2.5,1.01,98.89,0.1,0,0,0,38.17,23.29,0,0
2.5,1.71,98.09,0.2,0,0,0,37.99,23.29,0,0
2.5,1.51,88.44,0.4,9.45,0.1,0,37.93,23.29,23.6,0
2.5,1.71,98.19,0.1,0,0,0,37.87,23.29,0.08,0
2.5,29.23,68.43,1.73,0.1,0.2,0,39.27,23.29,0,0.84
2.5,1.01,98.89,0.1,0,0,0,38.95,23.29,0,0.39
2.5,1.01,98.79,0.1,0,0.1,0,38.89,23.29,0,0
2.5,1.41,98.29,0.2,0.1,0,0,38.83,23.29,0,0
2.5,0.71,99.19,0.1,0,0,0,38.77,23.29,0,0
2.5,3.33,96.06,0.3,0,0.1,0,38.88,23.29,0,0.17
2.5,1.92,94.64,0.2,3.13,0.1,0,38.73,23.29,10.88,0.17
2.5,0.8,98.89,0.2,0.1,0,0,38.67,23.29,0,0
2.5,3.17,96.12,0.41,0,0.1,0,38.69,23.29,0,0.48
2.5,0.81,98.99,0.1,0,0.1,0,38.63,23.29,0,0
2.5,0.91,98.99,0.1,0,0,0,38.55,23.29,0,0
2.5,1.31,98.59,0.1,0,0,0,38.51,23.29,0.08,0
2.5,1.81,97.79,0.2,0.1,0.1,0,38.51,23.29,0.08,0
2.5,1.01,98.59,0.3,0,0,0,38.47,23.29,0.08,0
2.5,2.01,97.69,0.3,0,0,0,38.43,23.29,0.08,0
2.5,9.29,90.2,0.4,0,0.1,0,38.63,23.29,0,0.29
2.5,15.94,82.34,1.21,0,0.1,0,39.47,23.29,0.08,0.15
2.5,1.03,98.46,0.31,0,0.21,0,39.46,23.29,0,0.78
2.5,1.34,97.72,0.41,0.1,0.21,0,39.42,23.29,0,1.49
2.5,1.34,97.74,0.41,0,0.21,0,39.44,23.29,0,1.02
2.5,2.71,96.46,0.21,0,0.31,0,39.39,23.29,0,1.96
2.5,1.22,98.17,0.3,0,0.1,0,39.38,23.29,0,0.52
2.5,1.12,93.48,0.2,4.79,0.2,0,39.34,23.29,11.44,0.52
2.5,1.01,98.69,0.3,0,0,0,39.19,23.29,0,0
2.5,4.05,95.24,0.4,0,0.2,0,39.18,23.29,0,0.32
2.5,2.73,96.86,0.3,0.1,0,0,39.2,23.29,0,0.07
2.5,1.33,97.75,0.51,0,0.2,0,39.84,23.29,3.68,0.87
2.5,1.77,97.09,0.62,0,0.42,0,40.71,24.84,3.76,1.89
2.5,1.33,97.23,0.41,0.1,0.21,0,41.31,24.84,3.04,1.23
2.5,1.21,97.77,0.4,0,0.2,0,41.56,24.84,1.6,0.66
2.5,0.92,98.47,0.31,0,0.1,0,41.69,24.84,1.12,1.02
2.5,1.11,98.39,0.4,0,0.1,0,41.66,24.84,0.08,0.07
2.5,1.21,98.39,0.3,0,0,0,41.63,24.84,0,0.07
2.5,3.34,95.95,0.61,0,0.1,0,41.44,24.84,0.08,0.39
2.5,3.13,96.57,0.2,0,0.1,0,41.12,24.84,0.08,0.42
2.5,59.72,37.97,2.22,0,0,0,41.87,24.84,0,0.08
2.5,54.72,44.38,0.7,0.1,0,0,41.76,24.84,0.08,0.08
2.5,51.67,47.22,0.81,0,0.2,0,41.68,24.84,0,0.08
2.5,59.17,38.21,2.62,0,0,0,36.81,23.31,0.08,0
2.5,64.34,30.9,3.75,0.3,0.2,0,40.15,24.62,1.84,3.45
2.5,59.21,38.15,2.03,0.2,0.1,0,41.79,24.62,2.48,0.29
2.5,63.06,35.54,1.3,0,0,0,41.94,24.62,0,0
2.5,53.13,45.05,1.11,0.1,0.2,0,41.37,24.62,0.08,0.92
2.5,52.88,45.11,1.82,0,0.1,0,35.22,22.72,0.08,0.59
2.5,69.94,26.21,3.14,0,0,0,38.03,24.38,0,1.97
2.5,58.22,37.34,3.63,0,0.2,0,40.23,24.38,0,1.76
2.5,66.57,32.33,1.11,0,0,0,40.28,24.38,0,0
2.5,52.12,46.97,0.71,0,0.1,0,40.21,24.38,0.32,0
2.5,58.02,39.56,2.32,0,0.1,0,35.02,23.24,0.08,0
2.5,69.19,26.87,3.23,0.1,0.1,0,38.1,24.54,0.16,1.96
2.5,59.15,36.8,3.44,0,0.1,0,40.31,24.54,0,1.75
2.5,67.71,29.78,1.41,1.01,0.1,0,40.4,24.74,6.4,0
2.5,52.12,44.14,0.61,3.03,0.1,0,40.34,24.74,6.96,0
2.5,43.73,46.14,1.81,7.92,0.2,0,34.11,21.38,35.36,0
2.5,2.31,97.49,0.1,0.1,0,0,33.97,21.18,0.08,0
2.5,0.6,98.09,1.31,0,0,0,18.51,13.3,0,0
2.5,17.85,80.64,1.3,0,0.1,0,19.62,17.92,0,0
2.5,97.3,0.1,2.6,0,0,0,21.3,18.95,0.08,0
2.5,97.7,0.1,2.1,0,0,0,24.62,20.57,0,0
2.5,98.1,0,1.7,0,0,0,24.48,20.57,0.16,0
2.5,99.2,0,0.8,0,0,0,24.81,20.57,0.08,0
2.5,98.3,0,1.4,0,0,0,25.33,20.57,0.08,0
2.5,99.1,0,0.9,0,0,0,25.21,20.57,0.08,0
2.5,98.8,0,1.2,0,0,0,26.1,20.57,0.16,0
2.5,99.6,0.1,0.2,0,0,0,26.05,20.57,0.08,0
2.5,98,0,2,0,0,0,27.09,20.57,0.08,0
2.5,97.7,0,2.3,0,0,0,27.96,20.57,0,0
2.5,97.7,0,2.3,0,0,0,28.82,20.57,9.12,0
2.5,79.74,17.05,3.21,0,0,0,22.14,17.8,0,0
2.5,96.7,0.3,3,0,0,0,26.26,20.41,0.08,0
2.5,98.2,0.1,1.3,0,0,0,26.25,20.41,0.64,0.15
2.5,98.3,0,1.7,0,0,0,26.17,20.41,0.08,0
2.5,98.7,0,1.3,0,0,0,26.84,20.41,55.12,0
2.5,98.2,0,1.6,0,0,0,27.03,20.41,0.08,0
2.5,99.1,0,0.9,0,0,0,26.97,20.41,2,0
2.5,97.8,0,2,0,0,0,27.88,20.41,0.08,0
2.5,99.3,0,0.7,0,0,0,28.11,20.41,0,0
2.5,97.9,0,2,0.1,0,0,29.05,20.41,0,0
2.5,97.6,0,2.3,0,0,0,29.96,20.41,9.12,0
2.5,98,0,2,0,0,0,30.9,20.41,0,0
2.5,86.47,9.72,3.61,0,0.1,0,24.66,18.64,0.4,0.15
2.5,96.7,0.2,2.6,0,0,0,28.1,20.7,0.48,1.33
2.5,86.89,9.11,3.8,0,0,0,27.32,19.94,0.88,0.39
2.5,63.2,28.51,2.53,4.35,0.1,0,29.54,20.9,10.88,1.43
2.5,5.45,78.41,0.61,15.44,0.1,0,29.87,20.9,32,0.1
2.5,1.1,98.49,0.3,0.1,0,0,29.88,20.9,0,0
2.5,0.7,99.3,0,0,0,0,29.88,20.9,0,0
2.5,1.11,98.79,0.1,0,0,0,29.88,20.9,0.08,0
2.5,1.31,96.37,0.3,1.82,0.2,0,29.88,20.9,10.96,0.21
2.5,1.11,98.49,0.3,0,0,0,29.7,20.9,0.08,0.32
2.5,0.81,96.75,0.3,2.03,0.1,0,29.66,20.9,10.96,0.38
2.5,0.81,98.59,0.4,0,0,0,29.29,20.9,0,0.59
2.5,0.6,99.3,0.1,0,0,0,29.29,20.9,0,0
2.5,0.6,99,0.3,0,0.1,0,29.35,20.9,0,0
2.5,1.01,98.69,0.2,0.1,0,0,29.16,20.9,0,0.3
2.5,92.56,5.23,2.21,0,0,0,30.54,21.3,0.08,0.15
2.5,97.9,0.1,1.8,0,0,0,30.6,21.1,0,0.3
2.5,97.3,0.4,2,0,0,0,31.18,21.1,0,0
2.5,98,0,1.8,0,0,0,31.75,21.1,0,0
2.5,97.8,0,1.9,0,0,0,32.33,21.1,0,0
2.5,97.8,0,1.9,0,0,0,32.89,21.1,0,0
2.5,97.61,0,2.19,0,0,0,33.48,21.1,3.12,0
2.5,96.8,0,3,0,0,0,33.83,21.1,61.36,0.3
2.5,97.2,0,2.5,0,0,0,34.39,21.1,14.88,0
2.5,97,0.1,2.7,0,0,0,34.95,21.1,0.08,0
2.5,96.9,0.1,2.6,0,0,0,35.52,21.1,0,0
2.5,97.2,0,2.5,0,0,0,36.08,21.1,0.08,0
2.5,78.44,18.25,3.31,0,0,0,29.12,18.04,0,0
2.5,92.3,0.1,5.8,0,0,0,32.74,20.99,63.44,3.08
2.5,96.7,0,2.8,0,0,0,33.53,20.99,0.08,0.83
2.5,96.8,0.2,2.9,0,0,0,34.77,20.99,0.08,0.3
2.5,97.4,0,2.1,0,0,0,35.13,21.4,0.08,0.59
2.5,97.9,0,1.8,0,0,0,35.35,21.4,0.08,0
2.5,98.2,0,1.6,0,0,0,35.87,21.4,0.08,0
2.5,97.5,0,2.2,0,0,0,36.44,21.4,0.16,0
2.5,97.2,0,2.5,0,0,0,37,21.4,34.32,0
2.5,98,0,1.8,0,0,0,37.59,21.4,7.68,0
2.5,97.6,0,2,0,0,0,38.15,21.4,2.88,0
2.5,96.7,0,3.2,0,0,0,38.71,21.4,76.24,0
2.5,96.8,0,2.9,0,0,0,39.26,21.4,0.08,0
2.5,97.1,0.1,2.4,0,0,0,39.64,21.4,0,0.3
2.5,97.5,0,2.3,0,0,0,40.21,21.4,0,0
2.5,68,29.29,2.51,0,0,0,31.15,12.95,0,0
2.5,0.1,87.31,0.3,12.08,0.2,0,31.14,12.95,25.68,0.3
2.5,0,80.87,0.1,19.03,0,0,31.15,12.95,38.64,0
2.5,0,100,0,0,0,0,31.15,12.95,0,0
2.5,0.1,99.8,0.1,0,0,0,31.14,12.95,0,0
2.5,0,99.8,0.1,0,0.1,0,31.15,12.95,0,0
2.5,0.1,99.9,0,0,0,0,31.15,12.95,0,0.01
2.5,0.1,99.7,0.2,0,0,0,29.18,12.95,0,0
2.5,19.1,79.7,1.21,0,0,0,30.43,17.51,0,0.01
2.5,97.5,0,2.5,0,0,0,32.27,18.62,0.08,0
2.5,96.8,0.2,2.7,0,0,0,35.36,20.42,0,0
2.5,98.1,0,1.7,0,0,0,35.36,20.42,0,0
2.5,97.2,0,2.7,0,0,0,36.68,20.42,0,0
2.5,98,0,1.8,0,0,0,36.69,20.42,4,0
2.5,97.8,0,2.1,0,0,0,38.06,20.42,2.64,0
2.5,97.4,0,2.6,0,0,0,39.69,20.42,0.08,0
2.5,96.2,0,3.7,0.1,0,0,41.51,20.42,0.08,0
3,85.06,10.83,4.01,0,0.1,0,34.69,18.5,0.08,0
3,97.1,0.1,2.6,0,0,0,38.41,20.42,0.72,0.16
3,97.1,0,2.6,0,0,0,38.34,20.42,0,0.01
3,98.9,0,1.1,0,0,0,39.15,20.42,0,0
3,97.2,0,2.6,0,0,0,39.57,20.42,60.96,0
3,98.9,0,1.1,0,0,0,40.15,20.42,6.4,0
3,96.8,0,3.2,0,0,0,41.74,20.42,0,0
3,96.1,0,3.9,0,0,0,43.49,20.42,0,0
3,91.28,4.21,4.51,0,0,0,36.96,18.25,0.64,0.17
3,94.69,1,3.6,0,0,0,41.05,20.4,0.64,1.51
3,91.09,6.01,2.6,0,0,0,41.78,20.4,1.04,0.67
3,53.93,44.86,1.01,0,0.1,0,42.4,20.4,0,0
3,53.92,44.77,1.31,0,0,0,43.39,20.4,0,0
3,44.17,24.92,3.14,27.66,0.1,0,40.71,19.19,60.08,0.22
3,71.99,23.56,2.93,0,0.2,0,43.82,20.85,0.24,1.8
3,8.35,91.05,0.5,0.1,0,0,44.07,20.85,0.08,0
3,1.94,95.19,0.2,2.46,0.1,0,44,20.85,10.8,0.58
3,1.81,98.09,0,0.1,0,0,43.94,20.85,0,0
3,1.31,98.48,0.1,0,0.1,0,43.84,20.85,0,0.15
3,1.21,96.06,0.3,2.33,0,0,43.73,20.85,11.44,0.15
3,0.7,96.68,0.2,2.32,0.1,0,43.67,20.85,12.4,0
3,1.21,98.69,0.1,0,0,0,43.61,20.85,0,0
3,1.11,98.49,0.3,0,0.1,0,43.54,20.85,0,0.15
3,49.05,48.14,2.61,0,0,0,44.78,20.85,0,0.73
3,28.61,70.28,1.1,0,0,0,45.58,20.85,0,0
3,0.5,99.4,0.1,0,0,0,45.51,20.85,0,0
3,0.3,99.4,0.2,0.1,0,0,45.45,20.85,0,0
3,2.02,96.57,0.4,0.81,0.1,0,45.4,20.85,3.84,0.15
