timestamp,cpu_usr,cpu_sys,cpu_iowait,cpu_steal,cpu_idle,paging_vmeff,memory_memused,memory_commit,disk_util,network_ifutil
1,0.3,0.2,0,0,99.5,0,13.07,13.07,0,0
1,5.35,2.02,26.36,0.2,66.06,0,12.9,12.9,58.56,0
1,0.1,0,2.71,0,97.09,0,12.9,12.9,12.08,0
1,0.4,0.2,0.1,0.1,99.2,0,12.9,12.9,0.32,0.01
1,13.15,1.31,0.1,0,85.34,0,17.75,17.75,0,0
1,97.5,2.3,0,0,0.2,0,18.75,18.75,0.08,0
1,97.7,2.1,0,0,0,0,20.68,20.68,0,0
1,98.1,1.7,0,0,0,0,20.68,20.68,0,0
1,99.4,0.6,0,0,0,0,20.68,20.68,0,0
1,97.9,2,0,0,0,0,20.68,20.68,3.68,0
1,98.5,1.4,0,0,0,0,20.68,20.68,0,0
1,98.6,1.4,0,0,0,0,20.68,20.68,0.08,0
1,98.8,0.8,0,0,0.2,0,20.68,20.68,0,0
1,98.2,1.8,0,0,0,0,20.68,20.68,0,0
1,98.2,1.8,0,0,0,0,20.68,20.68,0.08,0
1,97.7,2.3,0,0,0,0,20.68,20.68,3.84,0
1,76.35,3.21,0,0,20.44,0,17.67,17.67,0.08,0
1,97.4,2.3,0,0,0.2,0,18.63,18.63,0.08,0
1,96.8,2.6,0,0,0.2,0,20.1,20.1,0.72,0.15
1,98.2,1.7,0,0,0,0,20.1,20.1,0.08,0
1,99.2,0.8,0,0,0,0,20.1,20.1,55.04,0
1,97.7,2,0.1,0,0,0,20.1,20.1,0,0
1,98.8,1.1,0,0,0,0,20.1,20.1,0.08,0
1,99.1,0.9,0,0,0,0,20.1,20.1,0.16,0
1,98.9,1,0,0,0,0,20.1,20.1,0,0
1,98.8,1.2,0,0,0,0,20.1,20.1,0.08,0
1,97.6,2.4,0,0,0,0,20.1,20.1,0,0
1,97.8,2.2,0,0,0,0,20.1,20.1,9.2,0
1,69.31,2.31,0,0.1,28.28,0,13.02,13.02,0.56,0.15
1,78.31,3.11,0,0,17.97,0,18.93,18.93,1.6,1.04
1,97.9,1.8,0,0,0,0,19.73,19.73,1.04,0.64
1,96.9,2.4,0,0,0,0,20.89,20.89,7.12,1.62
1,79.2,1.2,1.2,0,18.3,0,20.89,20.89,6.08,0
1,52.02,0.71,0,0,47.18,0,20.89,20.89,0,0.34
1,53.82,1.41,0.1,0.1,44.58,0,20.89,20.89,0.16,0
1,70.69,2.42,0,0,26.89,0,19.58,19.58,1.28,0.33
1,94.66,3.02,0,0,1.71,0,20.86,20.86,0.24,1.63
1,97.5,2.2,0,0,0,0,21.25,21.25,11.36,0.69
1,97.6,2.2,0.1,0,0,0,21.25,21.25,0,0
1,97.7,2,0,0,0.1,0,21.25,21.25,0.08,0
1.5,97.5,2.1,0,0,0,0,21.25,21.25,1.6,0
1.5,97.5,2.1,0,0,0.2,0,21.25,21.25,0,0
1.5,97.7,2.1,0,0,0,0,21.25,21.25,21.12,0
1.5,97.4,2.2,0,0,0,0,21.25,21.25,48.16,0.34
1.5,97.6,2.2,0,0,0,0,21.25,21.25,3.12,0
1.5,97.2,2.6,0,0,0,0,21.25,21.25,28.08,0
1.5,97.3,2.4,0,0,0,0,21.25,21.25,0,0
1.5,89.58,2.71,0,0.1,7.52,0,19.31,19.31,0,0
1.5,95.8,3.3,0,0,0,0,19.91,19.91,0.08,1.44
1.5,91.22,4.09,0,0,3.19,0,19.82,19.82,15.04,1.48
1.5,95.79,3.41,0,0,0,0,21.03,21.03,0,1.48
1.5,96.8,2.8,0,0,0,0,21.23,21.23,15.2,0.69
1.5,96.9,2.7,0,0,0.2,0,21.23,21.23,0,0.34
1.5,97.9,1.9,0,0,0,0,21.23,21.23,0.08,0
1.5,97.4,2.4,0,0,0,0,21.23,21.23,0,0
1.5,97.4,2.3,0,0,0,0,21.23,21.23,12,0
1.5,97.2,2.6,0,0,0,0,21.23,21.23,7.76,0
1.5,97.6,1.9,0,0,0,0,21.23,21.23,11.52,0
1.5,97.8,2.2,0,0,0,0,21.23,21.23,37.36,0
1.5,97.1,2.6,0,0,0,0,21.23,21.23,28.08,0.34
1.5,97.9,1.9,0,0,0,0,21.23,21.23,0.08,0
1.5,97.5,2,0,0,0,0,21.23,21.23,0,0
1.5,66.87,2.74,0.3,0.1,29.79,0,16.96,16.96,1.04,0.34
1.5,0.5,0.2,0,0,99.3,0,12.84,12.84,0.08,0
1.5,0,0.2,4.32,0.1,95.38,0,12.84,12.84,15.04,0
1.5,0.1,0.2,13.86,0.1,85.74,0,12.84,12.84,15.2,0
1.5,0,0,0,0,100,0,12.84,12.84,0,0
1.5,0.2,0.1,0,0,99.7,0,12.84,12.84,0,0
1.5,0.2,0.4,0,0,99.3,0,12.84,12.84,0.08,0.01
1.5,0.1,0,0,0,99.9,0,12.84,12.84,0,0
1.5,95.59,3.31,0,0,1.1,0,18.36,18.36,0.08,0.01
1.5,96.8,2.8,0,0,0.1,0,20.45,20.45,0,0
1.5,98.3,1.4,0,0,0,0,20.45,20.45,0,0
1.5,98.7,1.3,0,0,0,0,20.45,20.45,0,0
1.5,97.7,2.1,0,0,0,0,20.45,20.45,0,0
1.5,99.6,0.4,0,0,0,0,20.45,20.45,3.84,0
2,97.1,2.8,0,0,0.1,0,20.45,20.45,3.91,0
2,96.6,3.4,0,0,0,0,20.45,20.45,0,0
2,94.01,3.6,0,0.1,2.3,0,20.45,20.45,0,0
