,0
0,0.7299999999999898
1,0.6999999999999886
2,0.5999999999999943
3,0.5999999999999943
4,0.6999999999999886
5,0.6999999999999886
6,0.4999999999999858
7,0.5999999999999943
8,0.3999999999999915
9,0.5999999999999943
10,0.5999999999999943
11,0.6999999999999886
12,0.5
13,0.5999999999999943
14,0.960000000000008
15,2.3400000000000034
16,3.6000000000000085
17,1.1700000000000017
18,0.21000000000000796
19,31.249999999999986
20,30.53000000000003
21,7.77000000000001
22,1.4399999999999977
23,0.5799999999999841
24,2.6999999999999886
25,2.819999999999993
26,3.1799999999999926
27,5.6899999999999835
28,55.41
29,1.6099999999999852
30,9.730000000000018
31,1.610000000000042
32,1.1100000000000136
33,0.28999999999999204
34,1.1499999999999773
35,1.1299999999999955
36,0.9300000000000068
37,0.13999999999998636
38,0.3800000000000239
39,1.1799999999999784
40,0.3199999999999932
41,1.8000000000000114
42,0.37000000000000455
43,0.030000000000001137
44,1.2300000000000182
45,0.27000000000003865
46,0.14000000000001478
47,0.6900000000000261
48,0.5400000000000205
49,1.0400000000000205
50,1.240000000000009
51,0.9200000000000159
52,1.2800000000000011
53,0.7199999999999989
54,0.6899999999999693
55,1.079999999999984
56,0.8000000000000114
57,1.2099999999999795
58,0.6299999999999955
59,0.8000000000000114
60,1.2199999999999989
61,0.4399999999999977
62,0.9799999999999898
63,0.5099999999999909
64,0.6400000000000148
65,0.1400000000000432
66,1.9699999999999704
67,0.7199999999999704
68,1.3799999999999955
69,1.170000000000016
70,0.7199999999999704
71,0.7899999999999636
72,0.950000000000017
73,1.0200000000000102
74,0.11000000000001364
75,1.710000000000008
76,0.21000000000000796
77,0.21000000000000796
78,1.1299999999999955
79,1.5599999999999739
80,1.0
81,1.5600000000000023
82,1.4300000000000068
83,1.1899999999999693
84,1.879999999999967
85,0.839999999999975
86,1.539999999999992
87,0.6599999999999966
88,1.759999999999991
89,0.8000000000000114
90,3.859999999999985
91,0.40999999999996817
92,1.0599999999999739
93,0.4900000000000091
94,13.409999999999997
95,0.22999999999998977
96,1.0400000000000205
97,60.97999999999999
98,62.72999999999996
99,19.079999999999984
100,26.180000000000007
101,23.97
102,24.309999999999974
103,15.679999999999978
104,0.4399999999999977
105,0.22000000000002728
106,2.719999999999999
107,1.8199999999999932
108,1.9899999999999807
109,2.3999999999999773
110,1.8000000000000114
111,1.7600000000000193
112,1.9599999999999795
113,1.7199999999999989
114,2.230000000000018
115,2.269999999999982
116,2.1799999999999784
117,2.3100000000000023
118,2.109999999999985
119,1.6499999999999986
120,2.8300000000000125
