,0
0,1.539999999999992
1,0.519999999999996
2,1.4299999999999926
3,1.4299999999999926
4,1.529999999999987
5,1.4299999999999926
6,1.329999999999984
7,1.4299999999999926
8,1.329999999999984
9,1.4299999999999926
10,1.529999999999987
11,1.529999999999987
12,1.3299999999999983
13,1.3299999999999983
14,1.4299999999999926
15,1.4299999999999926
16,2.0999999999999943
17,1.1499999999999915
18,1.740000000000009
19,1.4199999999999875
20,0.46000000000000796
21,3.6299999999999955
22,3.3300000000000125
23,1.8499999999999943
24,0.18999999999999773
25,1.3100000000000165
26,0.960000000000008
27,4.239999999999981
28,13.129999999999995
29,5.539999999999992
30,1.039999999999992
31,0.7199999999999989
32,2.1999999999999886
33,2.3600000000000136
34,0.37999999999999545
35,2.2199999999999704
36,2.759999999999991
37,3.329999999999984
38,1.789999999999992
39,2.319999999999993
40,2.0500000000000114
41,1.6499999999999773
42,1.599999999999966
43,3.109999999999985
44,2.0999999999999943
45,2.2299999999999613
46,2.1999999999999886
47,1.6500000000000057
48,1.25
49,1.5499999999999545
50,1.920000000000016
51,0.7199999999999989
52,2.710000000000008
53,1.6999999999999886
54,2.140000000000043
55,1.5500000000000114
56,1.419999999999959
57,1.3100000000000023
58,1.1599999999999682
59,2.1899999999999977
60,0.9399999999999977
61,2.589999999999975
62,1.1800000000000068
63,2.330000000000041
64,1.8599999999999568
65,2.0400000000000205
66,0.7599999999999909
67,1.920000000000016
68,1.759999999999991
69,1.5299999999999727
70,1.509999999999991
71,1.6800000000000068
72,1.6699999999999875
73,0.549999999999983
74,1.799999999999983
75,0.9000000000000057
76,2.1599999999999966
77,1.2900000000000205
78,1.1000000000000227
79,1.2800000000000011
80,0.9899999999999807
81,1.6200000000000045
82,1.2099999999999795
83,1.8900000000000148
84,0.28999999999999204
85,2.490000000000009
86,0.8099999999999739
87,1.089999999999975
88,0.14000000000001478
89,1.740000000000009
90,0.6399999999999864
91,1.3600000000000136
92,0.6400000000000148
93,1.799999999999983
94,10.879999999999995
95,1.3800000000000239
96,10.78000000000003
97,82.78
98,62.39999999999998
99,14.920000000000016
100,16.51000000000002
101,14.280000000000001
102,12.649999999999977
103,9.919999999999987
104,2.660000000000025
105,2.1299999999999955
106,6.719999999999999
107,8.21999999999997
108,8.259999999999991
109,8.529999999999973
110,7.939999999999998
111,8.159999999999997
112,8.359999999999985
113,7.849999999999994
114,8.460000000000008
115,8.550000000000011
116,8.189999999999998
117,8.300000000000011
118,8.29000000000002
119,5.540000000000013
120,6.400000000000006
