,0
0,2.6700000000000017
1,2.6199999999999903
2,2.4199999999999875
3,2.319999999999993
4,2.519999999999982
5,2.519999999999982
6,2.319999999999979
7,2.519999999999982
8,2.2199999999999847
9,2.519999999999982
10,2.519999999999982
11,2.519999999999982
12,2.4199999999999875
13,2.319999999999993
14,5.230000000000004
15,4.47999999999999
16,16.620000000000005
17,83.18999999999998
18,92.80000000000001
19,25.689999999999998
20,37.31999999999999
21,9.66000000000001
22,10.650000000000006
23,14.069999999999993
24,91.77000000000001
25,100.03999999999998
26,111.55999999999997
27,108.87
28,23.860000000000014
29,9.700000000000017
30,6.069999999999993
31,2.759999999999991
32,3.9399999999999977
33,2.5500000000000114
34,3.3400000000000034
35,2.619999999999976
36,3.9299999999999784
37,3.549999999999983
38,3.9099999999999966
39,2.5999999999999943
40,4.300000000000011
41,1.9299999999999784
42,3.5900000000000034
43,3.579999999999984
44,3.059999999999974
45,1.379999999999967
46,3.859999999999985
47,2.289999999999992
48,2.700000000000017
49,2.759999999999991
50,2.3200000000000216
51,1.6500000000000057
52,1.6199999999999761
53,1.960000000000008
54,1.950000000000017
55,2.839999999999975
56,0.3699999999999761
57,1.6500000000000057
58,0.4199999999999875
59,3.170000000000016
60,1.5300000000000011
61,2.559999999999974
62,1.8799999999999955
63,2.690000000000026
64,2.4899999999999807
65,2.469999999999999
66,1.5600000000000307
67,2.5200000000000102
68,2.030000000000001
69,1.7299999999999898
70,1.8499999999999943
71,1.490000000000009
72,2.5299999999999727
73,1.8100000000000023
74,2.910000000000025
75,1.1099999999999852
76,2.8700000000000045
77,1.7199999999999989
78,1.3600000000000136
79,1.4800000000000182
80,2.259999999999991
81,1.1899999999999977
82,1.6500000000000057
83,1.6899999999999977
84,1.2100000000000364
85,2.780000000000001
86,1.9399999999999977
87,2.0999999999999943
88,0.9499999999999886
89,2.710000000000008
90,0.23999999999998067
91,2.1799999999999784
92,1.5699999999999932
93,2.6999999999999886
94,16.169999999999987
95,3.230000000000018
96,2.0800000000000125
97,29.849999999999994
98,58.289999999999964
99,18.99000000000001
100,24.689999999999998
101,25.22999999999999
102,25.44999999999999
103,31.75
104,62.10000000000002
105,3.230000000000018
106,71.73999999999998
107,91.60000000000002
108,20.060000000000002
109,0.5500000000000114
110,0.12999999999999545
111,0.6599999999999966
112,0.3300000000000125
113,0.4000000000000057
114,0.1699999999999875
115,0.4399999999999693
116,0.37000000000000455
117,0.46000000000000796
118,0.2699999999999818
119,1.779999999999994
120,2.079999999999991
