,0
0,1.0900000000000034
1,1.480000000000004
2,0.269999999999996
3,1.5700000000000074
4,0.2599999999999767
5,0.1799999999999926
6,0.020000000000010232
7,0.1799999999999926
8,0.07999999999998408
9,0.2799999999999869
10,0.1799999999999926
11,0.2799999999999869
12,0.269999999999996
13,0.07000000000000739
14,0.1700000000000017
15,0.269999999999996
16,1.6100000000000136
17,0.269999999999996
18,0.8899999999999864
19,41.51999999999998
20,7.300000000000011
21,38.56
22,2.180000000000007
23,1.829999999999984
24,1.0700000000000216
25,1.9600000000000222
26,0.6599999999999966
27,3.9299999999999926
28,91.46000000000001
29,13.939999999999998
30,7.219999999999999
31,0.45000000000001705
32,2.9399999999999977
33,2.1299999999999955
34,3.609999999999985
35,33.75000000000003
36,68.94
37,54.180000000000035
38,42.630000000000024
39,1.3899999999999864
40,2.719999999999999
41,2.1399999999999864
42,3.9899999999999807
43,2.869999999999976
44,3.1499999999999773
45,1.469999999999942
46,3.7299999999999898
47,1.5299999999999727
48,2.2299999999999898
49,1.8299999999999557
50,2.039999999999992
51,1.240000000000009
52,1.7399999999999807
53,1.5999999999999943
54,2.130000000000024
55,1.2199999999999989
56,1.039999999999992
57,2.710000000000008
58,1.4699999999999989
59,2.1599999999999966
60,2.219999999999999
61,1.7199999999999704
62,1.7399999999999807
63,2.2500000000000284
64,2.3999999999999773
65,2.2800000000000296
66,0.03999999999996362
67,1.9400000000000261
68,1.240000000000009
69,1.509999999999991
70,1.5
71,0.8700000000000045
72,2.299999999999983
73,0.030000000000001137
74,2.5700000000000216
75,0.7299999999999898
76,2.450000000000017
77,1.8799999999999955
78,1.3400000000000318
79,0.43000000000003524
80,2.3400000000000034
81,0.8400000000000318
82,1.670000000000016
83,1.1800000000000352
84,0.8600000000000421
85,2.0800000000000125
86,1.3700000000000045
87,1.2600000000000193
88,1.2800000000000011
89,1.1899999999999977
90,1.0699999999999932
91,1.0699999999999932
92,1.2500000000000284
93,1.6099999999999852
94,16.24000000000001
95,2.210000000000008
96,1.1200000000000045
97,1.0200000000000102
98,4.350000000000051
99,7.819999999999993
100,2.0100000000000193
101,2.2299999999999898
102,1.8099999999999739
103,2.799999999999983
104,1.3999999999999773
105,0.1500000000000341
106,7.8300000000000125
107,2.4199999999999875
108,2.519999999999982
109,2.609999999999957
110,2.230000000000018
111,2.319999999999993
112,2.1999999999999886
113,2.0900000000000034
114,2.4099999999999966
115,2.4899999999999807
116,2.2899999999999636
117,2.2800000000000296
118,2.3600000000000136
119,5.970000000000006
120,7.510000000000005
